96432 71664
39680 82140 41
22995 45377 26
29137 72384 59
33660 79216 43
16343 57442 33
4323 62832 33
5721 70596 2
24624 58240 63
4025 30888 21
21777 66320 89
61828 92331 15
43461 86396 33
24288 94410 45
27169 84714 46
25092 76753 73
8172 75833 4
43071 93438 32
1665 93169 65
11881 68272 11
6317 84880 34
10168 45966 95
15749 66453 52
66189 92318 39
57273 85754 56
6808 78765 85
5120 53449 37
15489 71493 47
11984 33427 44
40104 83504 60
13067 91088 45
45313 70798 64
33867 95565 31
55158 91712 24
272 24718 48
30300 56661 97
5536 50264 57
4416 42381 28
47800 70561 36
45242 93304 50
13265 74899 51
6448 92838 52
21493 80689 26
42438 74105 78
23689 78489 21
48773 74240 26
22320 91043 0
2352 73942 86
6564 46718 80
21840 72474 54
1975 81296 0
10817 38941 25
20673 53734 74
32542 65204 0
38232 63913 60
61680 96432 92
48918 83226 9
3056 69601 24
42360 90113 95
46835 91376 13
35848 86098 47
25083 72555 7
30512 63887 73
9981 61201 76
14193 70112 14
49831 86753 65
16268 75808 24
55469 83073 20
21361 54105 73
31328 69785 53
63685 93392 53
13249 68465 20
5836 26288 61
35232 79600 69
1055 90982 21
38393 63948 67
45854 79493 68
49684 83906 65
42033 92030 24
42257 73173 80
52145 84668 71
7488 65208 27
4261 74438 98
1888 61458 31
12538 63714 70
51852 82248 1
50913 80672 63
26700 73937 11
868 85440 43
59017 81104 100
42649 77985 57
31377 94081 55
2005 70476 28
21976 60832 9
6128 45112 56
27827 69087 10
11746 34072 9
12380 41049 5
33398 66249 31
22561 80581 6
26461 53828 81
27265 90881 83
10169 63491 0
36247 92864 90
26222 60229 34
2672 72842 38
14692 96314 73
3552 35708 8
43771 72437 24
2056 78832 14
993 52337 39
38676 92895 43
23105 73873 15
18704 58016 35
11244 91368 94
53297 93120 2
39732 69628 96
34456 57409 56
14449 85958 90
10572 44145 39
69808 95344 63
11773 55927 99
71296 94936 25
36937 73331 18
55209 95328 37
24550 85749 32
24964 91170 41
50496 89732 4
209 36784 56
11573 69529 31
22509 85829 76
28461 71360 3
56437 76457 32
66565 95467 72
6520 37895 79
59913 80379 35
21696 71301 91
55775 95862 20
11464 82458 81
18596 78897 9
27792 60497 64
58615 81408 9
22203 92182 82
39472 88389 63
3116 94665 58
21825 48480 28
33184 74332 36
18614 61252 3
15046 63999 73
28709 91728 61
17862 48141 22
25174 79618 47
65228 87531 11
49876 82993 41
21345 80144 92
1474 88561 24
32485 69527 77
37421 70528 36
6305 41734 94
55393 85241 7
23059 92178 9
1391 46126 6
13340 90801 84
3761 68953 53
35737 91613 52
37400 89585 37
34495 72360 56
41465 73849 86
41937 87417 66
30953 63947 40
56863 82305 77
21082 71368 69
55570 77199 95
44065 71415 34
21596 67412 74
6880 36433 98
17216 51792 61
26820 83009 9
24465 56737 95
1817 26256 0
51121 79913 97
36864 70893 100
22186 62948 60
17824 45062 19
10060 37939 98
30716 65872 64
16868 61214 53
14138 75233 33
12384 57568 62
1268 78388 11
55489 89455 98
54496 91123 10
49624 73412 100
36602 75072 55
9095 62301 73
9897 67242 53
17754 45036 98
66849 94303 32
14051 77784 23
12334 38668 25
25320 71968 82
10944 77729 19
16592 83309 82
126 68609 93
38345 62149 61
20881 77953 60
20880 93921 7
44963 78812 42
28193 75531 72
8830 81852 84
8409 64200 40
11275 61840 86
24657 82005 45
67376 88193 48
1064 92368 54
56977 93536 89
35057 61032 45
828 64784 95
48009 82832 92
349 49852 75
16764 64863 43
33155 91032 34
56082 87088 28
49811 88697 73
1083 61949 79
13585 95424 91
11597 52501 54
27642 78829 89
36437 82119 51
28943 57673 19
10128 84724 77
3098 79077 99
29152 69312 0
10233 66753 15
603 55061 72
8629 46161 70
465 84980 33
57839 94656 48
21888 50365 41
9233 42260 66
22228 75135 39
42096 89893 85
43933 66356 79
27540 50143 56
8460 91696 93
44152 77346 98
32134 84193 10
19136 82425 88
36037 64596 73
8716 89600 0
27249 80890 42
21431 50565 31
31609 61406 68
38953 67708 91
7850 92533 20
10577 60984 13
63121 96027 41
9217 88996 1
23192 69596 0
27938 70193 35
18800 88658 90
42571 63166 13
53984 82705 1
1526 89798 84
2368 95128 78
903 37360 95
18120 47668 40
28225 73296 0
46257 95296 14
48417 68505 6
50181 77655 91
3427 55068 8
23574 50076 37
38499 81617 16
18832 72012 60
39904 88188 4
9201 76802 34
28006 80471 51
12656 37504 59
30845 94650 21
6544 27504 86
63179 91857 18
11835 33857 58
9168 90956 32
40217 70874 75
11211 75773 47
7852 95934 81
1661 68059 31
11479 33968 37
31166 90307 59
14449 71200 45
1061 29590 18
47857 80848 62
10448 54966 0
44837 67701 92
26144 82952 70
65633 88354 71
38616 85372 0
10420 92321 5
44192 71393 98
27424 61192 33
24973 71769 56
2016 82441 82
48630 95728 22
16173 72206 64
3163 31355 66
24156 45588 26
37429 81038 50
30824 66557 4
11312 70481 37
18884 90064 74
4712 70158 0
38257 70353 86
11006 48769 31
15248 94145 60
7779 54848 72
47448 71012 30
46914 66957 2
18656 61185 13
10577 37053 79
28363 70032 60
30920 96413 20
34031 59505 60
16317 73752 37
32770 56872 50
48443 86443 48
23809 86694 85
51457 80858 90
39200 72086 42
38134 92465 51
52721 96004 77
37012 79156 47
12512 77616 89
63384 93270 90
24933 89413 51
41154 63289 49
43297 91088 43
19488 70248 23
14725 37660 12
4306 79677 17
14080 46584 83
41228 66300 44
23288 71601 85
56449 78376 23
38136 96017 66
2989 51412 80
8370 79948 48
18548 74846 90
1497 75192 64
16237 56304 4
1383 89609 26
35148 70234 14
51974 80128 58
17057 80033 0
62312 95830 69
16839 61914 94
10693 47200 16
12998 61588 76
67728 89569 27
18244 73244 38
16428 71870 59
14369 48201 57
21192 59105 98
20552 49134 50
63545 92065 33
6125 41328 38
7105 58704 61
26505 74385 51
32300 89632 61
4529 81323 8
28427 58992 21
5404 63258 57
19649 91681 30
43205 77545 89
27529 69168 52
40571 94256 66
22169 91457 22
29153 63974 74
30498 51240 37
30800 58472 84
8741 70544 59
10998 77456 79
51016 96368 8
55606 79995 6
25006 62833 61
57593 93281 33
3425 45195 45
19324 49558 92
22904 90937 9
10319 51857 25
29112 51053 54
46909 81063 29
47232 93625 34
23265 55764 94
50836 77349 12
21090 44976 64
39050 79400 49
64616 94289 49
37697 86097 62
7329 39665 78
54808 84638 62
18881 81104 83
6827 86444 30
15363 48897 15
44480 74803 66
19049 54656 78
72371 95476 13
9025 83683 39
52033 80256 41
29360 62001 2
1573 67832 81
48464 84830 49
33149 62705 1
24073 92240 54
17505 93256 59
19591 59466 52
12124 57707 72
4916 67520 85
10908 46824 53
1532 55898 95
38564 71059 15
47376 81200 9
38401 84169 68
18976 82897 42
4719 69229 71
60889 95215 48
23850 95248 37
12417 83247 87
1073 65145 11
13457 89818 14
30587 53096 98
11505 55598 57
640 35057 71
34295 65287 58
13104 86246 93
21904 83633 81
24879 76257 78
19744 91240 66
18424 84866 100
40781 86747 94
10081 38353 64
55362 76489 81
61168 91437 33
6936 38200 3
21780 78112 0
6243 80788 8
21025 74577 28
55892 89309 76
15601 39639 26
3937 81568 84
34952 67859 38
43654 81785 17
5408 28201 14
19729 62020 74
11281 41367 67
34876 75893 48
39873 82705 75
25585 89992 22
10968 86295 96
24897 59782 1
31440 89156 90
2527 59339 46
63597 91760 32
7469 42825 37
38260 90080 37
4124 59424 32
1590 23524 27
34304 91629 38
57425 88269 96
23457 49833 58
29333 59508 63
12111 60586 33
21858 57776 85
27609 61721 23
64113 86800 90
1264 55665 25
958 39313 6
14688 79926 97
44255 70597 80
7588 90419 34
5392 29505 16
34965 58833 36
43334 82160 86
1371 23609 97
29138 56720 47
7471 80513 8
17161 38289 14
47912 81662 72
7425 76553 9
5964 92016 14
55073 95489 44
43593 84352 59
8701 76448 79
18981 91360 38
36419 60099 19
5304 33196 86
49141 81615 2
17221 50119 91
3864 87216 0
54880 84708 11
29184 95617 77
36273 92704 12
17304 72821 43
44391 74628 89
67819 94577 72
13976 65317 16
43068 75794 71
67395 88732 87
24661 65948 31
4272 80093 93
56561 87409 56
51769 95173 92
30318 92816 40
60273 88280 96
34 57984 53
14936 49480 94
38864 77934 100
2337 36420 17
41984 80201 74
5465 71976 50
31729 80080 48
67840 89920 40
36945 92285 22
33233 70868 93
104 63121 27
13977 59936 91
49958 90266 66
6552 69537 82
43042 70424 17
1740 29230 74
11318 60194 17
9708 42335 4
46457 80657 85
11713 47911 39
3849 83099 26
3120 34996 30
43555 91973 93
45279 70488 0
18138 78013 40
31264 80416 46
16337 37153 71
2032 58240 67
5354 68448 93
29749 61520 24
10929 65021 2
24973 59884 13
18674 81840 50
23216 53749 52
46352 75682 89
39867 76441 97
58872 82109 60
20288 54645 69
37264 69911 46
12467 69213 19
13264 94260 41
12909 69688 27
33272 68345 12
18776 96160 53
40881 86402 34
7833 31354 85
5638 55865 41
32889 78817 68
9751 71403 64
13094 59550 32
54145 87664 46
4948 79845 20
22799 56494 55
13225 47764 60
15697 38193 60
31171 70297 9
969 49297 33
48040 90866 13
30060 59922 19
35392 61257 60
39609 70202 20
1188 72888 90
56008 88573 16
27529 60967 42
40836 91081 10
18177 38929 45
39409 84176 22
39456 76325 88
4561 55453 83
19927 53175 19
11780 33108 92
16113 63376 11
1264 64056 36
16961 85653 41
34222 60977 43
42389 63001 23
22209 91066 2
26821 80816 94
46737 69480 48
32641 83777 55
18033 67507 62
44761 70657 77
45478 89537 99
51277 79145 73
52480 89237 76
3425 46686 72
3121 30217 21
21345 77408 42
27609 64908 60
5929 78478 91
24196 62570 40
5315 27096 39
21848 80588 42
10925 78851 2
15073 82440 0
21557 48512 65
48297 83673 91
19169 80847 60
11888 61841 19
54253 87104 60
52821 79848 63
13456 93021 55
20560 56064 58
52317 84233 38
19534 48328 58
30773 73806 66
29360 78864 93
11505 75745 100
33236 94737 59
36889 72525 15
29760 85346 0
25708 90881 92
48905 92451 58
47153 90300 42
42001 96384 73
42448 77604 69
44132 85328 12
16489 85473 40
56592 89913 0
61362 87788 30
49486 78160 26
10288 61072 95
37870 82755 60
10324 38633 99
1601 41936 49
34552 64264 15
62288 83256 25
13969 62817 69
5600 32795 52
47704 85473 66
27128 53777 57
8000 49736 73
73380 94856 100
4541 85741 57
33120 68655 66
34175 65385 50
12332 65149 62
3153 62437 50
32032 95687 95
6160 47033 79
23153 86824 8
42873 78129 93
23361 72033 56
26109 66741 88
18264 83225 33
55886 79019 96
40288 71825 63
18805 75873 5
13992 56653 69
4967 36079 21
17253 78837 48
29386 96033 34
58200 95712 66
58743 93777 46
22457 64096 75
56905 82198 91
53247 90201 62
49868 75438 43
56593 80770 5
20390 53745 66
23066 68818 91
24337 77888 56
29297 95607 96
3078 62524 4
31181 59272 30
12028 47131 96
25377 81967 50
2160 79517 45
23147 62385 16
57401 88257 20
6016 52805 48
17600 74896 32
3073 81688 47
7181 65408 48
52586 90005 48
31744 56056 0
10215 70968 91
28349 54484 9
63505 93307 43
33288 87828 73
8390 83105 83
20794 80736 68
17681 45521 43
3176 81899 71
17515 77244 67
31261 68893 87
5353 35465 28
13991 61432 64
27336 88203 42
3728 70929 28
27585 49292 93
49761 82913 63
12688 45620 20
45600 67064 59
9033 33216 45
53842 86311 9
648 49441 70
29105 86466 27
49608 79344 69
49582 85148 67
30721 93985 94
28924 62127 41
7151 79796 28
31736 66353 75
36631 73937 91
52628 89729 90
18368 83969 74
2808 66744 31
14918 73515 32
46816 94209 16
15251 54697 34
23472 94083 33
44929 74460 97
3493 95817 11
33959 92220 24
41791 69328 48
59952 96261 41
11897 72273 47
4341 32444 19
15000 66201 16
36544 88370 8
67760 91680 50
21114 66865 88
12753 68668 9
18799 63584 82
54466 93260 54
13241 42484 82
41486 90867 11
12514 89985 67
58361 88632 47
8589 80257 21
25855 50896 34
64257 95085 56
14897 93212 46
5008 39095 33
49009 91408 17
6000 76772 30
65544 94452 5
61027 90616 17
6625 75308 93
13893 84913 63
9267 85280 57
39701 63416 14
4811 43701 24
28659 81729 84
20673 79632 30
8200 51501 25
29252 92762 0
6944 46272 4
39009 71142 51
75 50800 36
6625 42958 51
369 84052 73
6820 65777 27
34296 65293 75
12081 84159 14
8898 38893 26
57115 84113 15
19880 64208 70
19438 90800 68
36417 60360 28
22808 91600 4
31308 69340 96
9393 62641 97
23086 87072 47
17536 40331 27
7573 82581 0
16221 95065 1
57650 91900 31
22966 49525 90
17277 68145 43
23650 65832 6
34841 90285 21
1121 38093 33
7633 78723 46
48140 77746 84
45040 74461 14
970 43312 44
66125 86905 2
20656 94752 35
17049 67241 82
49702 95876 29
24780 63069 30
690 39728 58
29280 96161 46
32033 57713 6
9664 30721 65
38221 75161 94
40950 93016 15
25441 95270 20
7282 72037 10
29678 66377 17
33953 88882 54
35970 84448 68
62209 84508 86
8112 34512 41
30580 79861 42
38496 64204 94
16480 92732 98
18540 39528 12
52767 91392 91
26067 51060 79
51679 85188 17
27959 53595 86
1256 81901 66
18596 61475 18
7857 51315 47
38416 59953 74
5292 74577 5
14001 92880 70
37894 68577 29
24888 71109 89
21972 61606 22
29281 57576 16
53409 91041 71
38144 91264 0
24989 89200 79
21256 89057 65
11668 33639 84
17760 67960 73
1887 89489 52
35568 74497 34
27547 87777 84
57477 83112 90
39788 70465 15
7992 93847 42
22600 53137 36
23106 62433 58
31697 66405 80
26150 68188 98
37601 83468 3
51697 87041 22
19824 55681 86
23373 66377 40
1918 28533 83
6078 41240 41
19840 77112 76
22441 58574 27
51892 93569 80
49204 83748 10
44145 81824 89
47526 69280 40
8361 55115 61
30448 69761 3
20369 73424 23
54224 96245 14
18543 75616 80
24942 66349 78
14897 76931 36
255 25552 65
14541 66522 57
34751 90258 12
9449 62441 44
12612 70800 3
39993 60528 36
48544 79445 9
38696 79905 61
61434 90783 60
51968 74096 27
2992 47989 22
19725 88607 17
22868 86115 50
11057 62393 88
47956 74880 93
70545 91884 97
12140 67846 55
59072 90273 34
21680 67664 46
2328 31512 14
3104 35553 55
5586 39152 66
4689 46280 48
40881 78928 53
10465 51666 48
21086 85633 95
43025 82751 75
11504 32998 59
49698 79792 96
33205 80713 12
15329 59642 95
2821 45361 3
12844 42193 75
28857 65857 78
18753 72249 9
17368 96207 52
17304 92129 92
61088 91881 41
63327 90369 88
10465 45009 80
24597 75073 24
19693 41376 42
4148 27940 47
15483 69479 55
25205 95104 53
23200 69433 1
43121 81443 72
32 37637 31
20957 91512 55
35745 62547 59
47601 84582 71
15 45426 88
44801 70361 65
39873 67225 44
4900 46607 67
42326 67673 96
9664 69621 5
38094 93808 51
778 26927 73
9553 89716 96
13929 81521 59
6587 29376 12
18377 59249 25
38537 61091 61
51749 82717 11
4880 52908 71
15044 49821 99
28401 83959 3
244 29500 99
18320 78517 85
18670 80225 11
4129 43808 77
9473 57744 90
26982 62142 100
15114 56533 9
16493 69263 51
35713 60731 100
10497 31626 99
38784 61563 72
39452 84913 67
38496 78011 36
53229 73420 57
13597 79152 100
43881 82064 16
13916 67108 47
14096 95424 62
52790 75712 42
16587 93616 33
29884 79237 24
28238 96020 44
1696 47120 30
32036 53981 100
48103 95584 7
2419 80381 82
63471 95249 83
2001 77841 31
23905 76561 63
27932 53345 42
1241 38642 62
20276 74980 63
4774 48308 89
52603 86396 70
41713 70561 8
20915 61261 70
8122 78525 45
34164 91836 85
2275 49576 63
7222 96151 12
43353 86467 14
48407 87533 6
27772 57489 36
6263 86932 44
5353 45704 43
38112 89632 70
27344 75813 37
66192 88393 14
18528 87540 63
46071 71404 9
19385 68372 29
26715 55715 52
63550 95424 90
8401 36944 74
14001 59962 24
51745 81777 44
20800 81736 3
19101 77317 61
33506 74488 76
57005 89952 36
8704 49456 33
2297 41729 60
19581 44144 49
15825 94000 18
22545 78760 44
10852 32587 20
20984 42655 93
10370 48772 4
5654 65593 13
45465 76462 78
32029 92382 39
17793 92766 32
66384 93350 14
23579 47321 77
9046 86609 23
22080 91328 33
50636 73753 39
16040 76459 76
27440 72100 8
15544 76921 66
9377 89345 19
1871 23624 4
38453 75537 91
31520 56226 48
5300 58372 33
4082 67460 15
2436 84961 53
29616 66665 11
813 36176 68
53481 81937 32
9877 79847 20
40696 74768 5
12001 63604 78
35160 86308 28
6673 27320 45
23865 77569 26
73853 94960 41
3337 26753 76
22161 55120 93
2861 66437 7
338 37532 78
8008 44088 13
15591 47219 21
10559 86653 3
14553 66513 53
45268 91366 9
11899 33708 27
15753 84380 0
46885 76005 98
17938 69984 63
8337 55668 90
17829 85360 21
31104 56148 51
37380 59313 35
49601 72873 10
32408 77907 75
4162 35550 38
65056 90417 34
21666 65380 3
3982 32080 65
36736 61024 75
8216 29360 36
3305 47114 3
44429 76308 100
44977 81406 77
39001 84608 47
47418 96032 17
5633 61412 4
38613 61263 23
15056 44409 74
16161 41648 52
37096 73803 5
22317 65194 82
22773 54054 57
14751 44464 5
17093 92931 70
1152 52279 56
27402 61790 32
8048 68728 26
8048 79566 13
6860 27001 11
42081 68775 53
12662 82449 49
56418 90601 82
65097 96128 15
2593 56842 30
36821 81408 46
87 88780 3
75537 95995 39
71299 94692 86
15752 52539 30
30545 93095 85
4930 79649 26
73846 95253 69
32591 60833 19
59909 91664 96
22242 94020 65
39105 80584 6
1456 21625 17
26928 46929 60
13094 83944 69
29508 80348 18
25177 71017 33
2986 47056 26
45222 91237 17
31696 62420 20
35045 67908 40
8236 47362 75
9934 76753 92
25166 55326 58
938 72434 38
2309 31125 6
15248 69115 1
5377 82850 93
65304 90017 28
30185 92117 80
28938 96040 81
59553 88110 72
14320 92065 25
35309 61980 46
6641 96212 70
61272 89728 16
19065 57720 99
12136 59697 73
15184 69664 86
12648 39633 23
20816 49504 51
14349 90664 29
19585 58420 54
45888 78684 65
48413 85280 16
37232 91812 72
23384 87751 31
23144 94724 7
46849 83309 75
918 38905 92
26684 87064 25
6205 49681 60
25984 73053 26
28813 60902 75
38992 79308 18
49485 87488 64
25867 61089 75
21895 42137 50
8369 30667 89
1816 64837 40
31516 59361 59
36313 70829 22
18273 82257 95
49201 94589 84
6459 77949 70
25921 48304 44
2127 61985 29
1058 33884 93
2717 83839 94
52129 80581 29
1936 37857 11
18937 42280 9
58516 84184 92
19024 72787 70
33556 71813 0
15339 92856 82
2881 37873 69
34127 73751 7
5809 47450 87
268 78945 48
43281 69745 71
1711 75430 95
42688 91660 79
48049 73845 22
23655 63069 2
9477 42564 47
18877 94170 63
1727 29754 53
58128 84784 88
80 88665 15
63033 92497 14
28400 83519 22
26748 67872 57
44535 65268 45
505 57733 6
45080 91597 19
9436 59852 85
38275 62455 25
1472 88481 34
51776 93646 84
33497 84584 74
8485 70140 100
16975 85782 29
27196 67901 47
64476 96210 49
160 81561 54
9071 34392 29
32984 86804 71
17765 78677 10
23569 71377 23
17642 46979 75
17569 71084 79
36286 61887 46
9922 62080 42
3873 47730 60
46641 89581 8
1456 94128 66
9479 95037 79
20081 57825 43
39090 72097 97
50298 90009 85
35061 73663 29
30802 51764 22
30280 53880 27
65577 94288 85
13905 91825 71
16645 90448 74
63671 92665 70
11248 86720 49
25809 58850 3
128 79295 92
46640 95831 60
44177 64529 23
6278 88785 30
25792 80532 7
8793 89360 65
16769 38821 34
3441 78263 91
41625 62849 69
31377 76232 31
5201 65584 4
5936 80174 88
5879 78256 6
38649 71072 77
26329 72149 97
6264 31672 82
44981 65849 60
10435 54768 28
12597 95597 95
7585 74276 14
8958 75824 56
17137 65633 24
16995 63358 54
57144 88683 10
33888 75584 53
23066 66283 4
28763 52769 12
16907 64000 96
2929 86811 87
20241 53889 84
14758 58886 23
61893 95366 47
18625 69928 33
16576 51545 7
51065 90964 36
58186 88779 32
74264 95930 30
10183 44681 18
47904 83620 73
32625 74305 42
20650 64575 35
23140 83776 94
9201 30569 41
44752 88965 32
16129 58682 29
37273 95233 26
11957 60560 4
62470 90068 72
33438 62920 24
36181 87808 72
44732 89605 0
39916 68301 84
8129 65096 33
20944 47320 23
13329 58328 35
56644 95136 16
68103 92138 35
8369 63873 10
33849 56497 16
54417 95467 68
48345 72032 70
48081 78172 8
33630 56618 18
43541 90321 96
69825 94849 20
63334 95901 0
43706 89324 9
4303 60296 85
23005 47757 60
24513 93323 93
38260 69570 81
35969 82288 52
28129 63552 55
11392 87569 41
30738 82931 24
15866 62129 5
61361 94122 86
309 35986 12
48871 70899 18
48456 76911 17
21082 67945 54
52528 94880 12
8229 64305 56
40457 76412 74
34200 68993 80
68236 91793 9
45745 77872 62
1312 27238 27
8480 33645 21
28528 63031 0
28016 66568 4
7357 30185 83
35345 67325 67
11360 73514 81
23353 49891 3
17417 66225 23
23109 91202 66
2608 39721 52
2830 39066 72
44869 67610 22
38874 65513 94
21440 70676 34
26984 49793 52
7315 91529 46
50913 71689 34
2765 49345 12
23176 89649 94
20609 43964 6
15780 54145 47
9440 78096 91
18499 65544 42
52448 76100 25
3065 61720 14
16216 89665 85
42420 62545 30
11888 57537 82
41136 94436 58
10225 87545 19
14262 68352 84
55328 78771 10
39825 75796 45
24905 52769 66
29120 96173 57
27492 60132 95
14291 61908 50
36848 61765 46
49689 75437 78
10535 56133 49
10705 34856 52
1213 78241 80
58424 95416 93
57249 78385 19
24704 83577 86
30392 63920 94
609 56650 4
32224 63376 38
40647 85296 95
25632 90496 79
43992 69632 37
33763 54852 77
40557 85512 47
26488 71498 48
3467 60880 50
73859 95109 29
30664 63788 73
9242 38131 65
70213 90773 43
4872 53942 81
25408 54806 84
10300 73522 84
35328 66528 58
30347 71664 80
582 75548 49
24467 58089 69
45256 69209 42
8554 52364 18
