983 948
507 964 44
586 952 15
315 802 49
450 736 82
423 531 60
191 371 82
398 843 70
115 972 6
59 964 17
152 952 63
281 553 75
208 552 49
195 532 43
670 819 6
763 782 61
572 939 56
160 643 87
171 918 22
71 264 18
628 645 2
344 800 3
180 637 61
271 645 72
869 889 32
218 520 95
92 317 6
137 362 55
143 683 15
726 756 11
531 912 82
112 983 89
292 630 69
657 857 78
191 573 11
337 875 68
713 882 18
508 926 31
297 972 55
846 933 7
30 700 56
510 677 78
515 964 28
292 540 77
435 538 41
331 500 29
226 437 92
31 244 87
262 538 16
104 211 80
448 797 99
410 510 15
184 909 93
327 678 58
510 894 15
121 501 21
30 427 13
891 941 45
160 332 95
28 439 25
518 782 74
422 488 28
495 877 3
353 456 57
67 150 27
198 604 83
542 623 59
782 822 93
276 832 71
477 949 15
192 508 27
339 579 53
33 941 22
230 441 99
285 625 7
269 938 6
527 677 64
371 465 54
732 967 22
499 960 83
210 695 69
833 852 62
439 595 95
60 158 41
718 753 81
374 386 41
210 389 83
320 724 97
185 364 54
310 814 82
249 450 57
629 842 78
541 810 99
356 620 19
397 512 28
140 156 44
396 960 82
448 906 33
485 790 82
31 301 91
74 84 16
461 967 35
71 171 21
51 445 54
691 894 12
447 773 11
339 844 82
156 399 38
158 230 13
686 942 21
251 473 85
371 897 66
330 749 84
457 708 66
80 177 99
366 615 21
153 680 26
305 723 77
456 605 56
279 922 87
512 596 22
318 496 16
532 934 56
589 657 3
110 420 86
812 895 69
227 828 66
251 509 49
330 602 11
21 828 85
60 791 0
134 796 46
101 627 30
64 804 12
230 647 65
600 690 69
699 890 53
346 894 31
191 538 35
740 908 37
713 926 53
504 879 64
760 885 39
207 825 83
2 820 81
572 895 40
270 656 90
90 220 70
321 802 83
168 536 81
404 702 36
211 794 44
63 69 70
129 606 61
10 186 84
239 814 3
473 780 1
834 898 57
520 895 95
79 956 40
499 524 5
837 960 7
333 881 54
185 435 3
42 752 53
67 336 31
312 891 63
405 640 47
423 493 53
511 819 83
300 542 64
198 426 84
461 649 44
263 887 41
89 662 21
452 561 54
525 663 23
337 959 4
165 222 3
133 332 20
155 774 45
331 567 71
298 964 30
222 724 26
224 893 29
600 690 50
87 352 21
557 851 39
301 970 33
387 852 93
14 516 72
622 886 53
794 868 73
359 375 10
617 681 42
9 795 85
565 959 24
572 695 34
266 461 95
143 888 86
459 595 5
129 252 67
236 862 31
500 573 50
473 948 81
320 593 41
13 789 7
229 511 68
517 669 63
453 782 25
340 800 68
86 919 60
256 794 35
661 667 85
243 424 18
127 981 60
598 976 48
843 973 22
314 760 36
133 326 53
596 602 44
206 454 43
159 634 93
4 511 97
587 901 39
70 262 20
747 858 85
19 485 72
16 709 51
68 281 57
564 927 77
427 695 13
347 434 49
21 781 98
88 576 51
221 392 55
440 739 56
120 453 47
213 332 45
331 637 52
429 951 28
506 634 52
525 827 68
13 737 93
335 560 6
175 796 61
280 711 56
51 778 10
69 833 27
124 460 67
236 662 59
103 420 83
475 763 62
349 655 40
244 666 27
288 616 83
270 424 74
98 140 35
330 911 99
601 686 65
535 835 72
77 934 38
84 134 69
257 525 61
598 822 4
476 839 70
275 643 95
432 598 76
79 798 62
242 690 5
335 927 92
791 926 66
946 976 35
607 823 42
547 847 78
53 352 47
283 813 82
540 804 93
907 957 9
802 867 44
419 944 77
82 294 47
237 686 7
83 489 77
250 283 11
404 499 40
583 884 84
376 800 24
755 934 67
187 483 4
565 625 89
78 957 15
196 907 20
188 450 35
65 685 3
109 599 96
581 682 11
45 847 17
105 429 97
315 769 8
239 686 23
252 491 85
230 655 78
233 723 11
109 157 79
714 750 28
595 965 0
369 879 35
174 723 46
945 977 41
729 790 43
355 808 99
329 874 26
269 335 71
212 550 25
1 464 5
181 581 46
358 510 99
367 969 49
89 647 2
465 762 21
596 838 51
458 922 45
472 669 62
219 872 70
2 783 6
122 828 87
82 446 60
619 847 89
431 607 56
729 979 44
343 420 31
563 763 94
219 423 57
871 974 77
16 817 86
717 923 37
478 694 93
303 447 53
88 126 56
165 934 87
661 775 95
447 611 3
428 604 47
492 725 55
68 220 95
113 492 11
459 837 97
415 815 23
518 815 97
956 969 47
288 586 8
270 626 89
470 482 79
90 249 56
233 404 99
224 560 52
10 302 1
703 853 1
782 974 61
876 917 7
266 951 11
417 898 16
213 740 82
763 904 32
237 952 15
186 407 63
47 747 31
12 375 5
522 868 60
538 848 21
310 401 26
557 878 52
60 444 34
476 698 41
135 155 66
633 821 24
93 548 83
697 851 91
298 834 61
192 967 99
398 617 77
44 257 77
221 935 59
220 670 6
509 974 2
227 552 63
142 615 36
91 439 2
218 723 1
434 817 2
671 893 42
132 488 17
127 350 90
156 248 45
348 480 48
212 594 24
78 158 15
17 38 58
571 942 86
356 563 58
178 393 0
334 887 40
14 811 53
684 872 94
44 273 1
315 519 50
462 686 34
343 558 72
27 160 10
812 834 43
702 852 27
107 894 94
59 448 76
262 395 42
331 737 53
399 923 89
243 385 78
33 51 33
77 614 8
579 670 53
423 613 9
334 596 16
267 706 51
495 658 86
26 380 72
71 198 95
23 103 1
505 610 23
99 368 79
677 756 89
303 656 64
55 305 21
110 915 62
19 530 7
661 841 62
292 746 60
168 507 1
593 634 60
301 845 2
364 721 28
788 831 2
306 866 9
76 386 81
2 466 59
214 768 62
611 926 60
542 783 17
360 883 5
55 106 12
700 752 89
136 393 96
230 606 37
18 499 99
313 770 81
33 566 72
440 828 94
259 294 86
125 363 15
375 428 6
6 954 17
265 947 49
583 679 55
709 904 12
97 569 33
472 899 70
54 833 4
224 771 96
775 883 99
336 956 34
161 343 13
256 436 23
397 430 63
108 891 57
702 928 16
266 323 94
199 307 15
354 880 27
431 966 82
100 821 51
615 642 35
63 72 52
440 682 45
508 756 74
17 357 49
529 666 97
378 425 39
45 921 94
416 973 10
93 283 72
416 467 79
333 465 6
283 303 53
458 601 71
323 917 30
303 316 47
286 805 87
76 400 96
469 589 44
539 857 56
300 886 90
461 687 27
230 762 87
331 436 15
292 547 2
1 860 84
380 779 51
8 318 55
344 973 77
103 857 95
146 765 4
522 871 56
377 526 79
536 975 58
543 932 8
727 782 33
61 808 54
467 716 64
31 380 8
438 780 71
906 948 78
43 190 46
184 351 20
43 874 69
599 868 51
613 853 11
81 930 97
561 716 56
94 383 86
816 899 24
514 919 59
531 915 57
352 561 46
233 546 70
44 967 72
179 780 77
199 885 49
432 600 43
570 855 24
368 889 75
355 378 62
276 806 81
519 802 62
568 673 38
446 502 12
321 574 1
309 571 38
873 891 49
350 599 47
338 479 52
617 845 79
453 610 2
152 472 29
739 979 4
401 671 59
263 313 83
481 585 92
891 951 2
862 918 44
507 725 63
99 109 19
110 729 77
301 694 74
44 740 3
161 576 47
329 637 13
274 485 95
45 75 98
67 405 23
717 871 65
167 238 38
793 814 50
807 936 54
159 975 31
455 717 95
55 469 40
219 224 67
113 610 98
396 830 55
244 896 55
155 316 89
274 722 9
102 409 51
226 890 12
11 489 76
495 929 18
827 912 42
485 916 89
240 781 92
96 108 35
30 52 35
260 402 60
616 641 54
8 391 64
137 472 3
51 228 86
311 490 68
329 770 33
825 839 23
740 866 12
249 528 29
340 869 64
126 130 17
304 531 64
248 783 64
935 942 51
4 229 58
109 426 39
373 928 19
664 709 77
260 455 71
201 422 34
726 778 71
423 483 10
178 405 30
736 841 3
129 787 11
56 65 39
469 578 42
239 436 10
260 661 99
829 866 32
760 783 38
23 956 12
386 853 78
535 697 1
495 894 52
459 912 51
68 117 18
396 414 74
57 435 2
373 783 54
552 836 18
436 684 30
34 397 41
708 880 86
214 228 8
403 965 42
130 354 4
350 487 17
146 299 97
113 739 10
449 954 18
289 836 22
698 750 22
68 240 29
572 772 95
356 575 46
400 499 77
222 571 32
156 218 84
109 410 95
401 862 55
584 637 7
271 298 33
57 835 18
220 416 91
683 781 16
431 655 83
