69711 61774
24448 35136 1
6836 45341 1
309 63356 1
54198 56220 1
58092 65868 1
49193 67336 1
11673 60497 1
44273 51364 1
5328 5822 1
6087 66261 1
48751 59362 1
26771 32434 1
7719 46537 1
6328 36532 1
3254 36432 1
3164 23773 1
12328 42870 1
31573 35407 1
29146 67559 1
9650 31885 1
20731 36172 1
47543 68183 1
48551 55458 1
38458 55769 1
20019 67384 1
22601 39448 1
4246 62943 1
20833 47334 1
23934 34767 1
25420 53551 1
20550 53626 1
23214 23362 1
20306 35855 1
23345 56778 1
54568 68008 1
55599 62429 1
47276 57559 1
50223 56710 1
23205 58079 1
2160 3875 1
7876 32047 1
1758 6551 1
46837 51549 1
9283 39674 1
12405 43339 1
64937 69699 1
981 42934 1
38815 40415 1
17594 54873 1
29557 59500 1
25170 34743 1
17099 38487 1
310 42764 1
24957 35952 1
15872 66890 1
29445 56315 1
13181 58138 1
22153 48991 1
37073 58769 1
13617 68574 1
54957 56839 1
12008 69456 1
50518 52283 1
1569 44352 1
32214 40292 1
15458 25733 1
5828 60437 1
10106 55472 1
15415 27404 1
20479 47835 1
31086 64966 1
31015 41046 1
52398 61857 1
8184 69334 1
8900 26607 1
8251 62204 1
30866 34339 1
19337 19666 1
1437 60728 1
3744 66579 1
15896 27088 1
20162 38574 1
14628 26703 1
40478 60343 1
15006 27515 1
22882 69206 1
9575 65990 1
6298 46703 1
42252 62362 1
20432 30521 1
13215 66726 1
11637 42081 1
6687 22215 1
28167 33811 1
36254 57660 1
15425 57738 1
10368 62913 1
5591 65141 1
34117 41965 1
7859 62722 1
32163 34582 1
25223 47592 1
25216 52757 1
25979 67383 1
1267 10666 1
21264 38113 1
64501 66740 1
2541 68956 1
48624 59522 1
21032 33038 1
27567 43820 1
26181 43793 1
17196 27893 1
57160 64913 1
4209 61846 1
31730 56391 1
36306 40792 1
47066 64105 1
22806 62458 1
14359 58445 1
31644 35366 1
31589 44547 1
34134 57922 1
28229 64543 1
59313 61222 1
30701 57356 1
13822 30583 1
43501 49569 1
18415 55708 1
18762 51873 1
11296 27378 1
25665 40511 1
49941 68406 1
65675 68392 1
5858 9238 1
2765 61097 1
36158 52993 1
36308 51430 1
11298 19259 1
11745 56735 1
45172 50401 1
10954 48739 1
4773 52471 1
36562 45771 1
13624 22800 1
8437 53169 1
10532 43789 1
11108 13327 1
28798 29355 1
9625 21071 1
32091 38022 1
12715 23095 1
984 68798 1
6644 12368 1
65769 66153 1
7519 51261 1
7534 64520 1
40485 68155 1
295 37653 1
12910 27186 1
40693 62038 1
15205 21202 1
20605 36512 1
930 26847 1
39925 59579 1
10660 43474 1
17288 38102 1
3156 16251 1
15649 62304 1
6207 54522 1
41661 59578 1
1623 58213 1
12126 66139 1
55578 57748 1
26132 62919 1
48846 64244 1
28910 34101 1
37575 45217 1
1382 46322 1
10359 25395 1
10130 64534 1
23117 46375 1
24772 30659 1
19175 47899 1
12120 26428 1
47478 48237 1
40031 51565 1
25775 30048 1
59567 68476 1
19217 37965 1
27522 56869 1
28583 57647 1
13203 30554 1
3866 4656 1
16707 18994 1
30916 37482 1
40173 46263 1
4665 13375 1
9356 48632 1
22128 61405 1
5481 67585 1
52283 54681 1
433 61139 1
8559 30419 1
50 1966 1
3243 42405 1
13739 68074 1
17245 26225 1
17363 47515 1
43450 55616 1
26353 35405 1
11619 23011 1
3493 67777 1
18272 26216 1
30444 62884 1
20365 34111 1
34456 67326 1
23642 33027 1
16215 60041 1
8072 24251 1
13739 14601 1
29426 54020 1
53448 60145 1
3102 6861 1
48345 58177 1
35523 45527 1
12489 54468 1
26991 27086 1
49308 64995 1
4226 53482 1
4755 37200 1
38476 52891 1
14889 41674 1
35619 43578 1
9116 57536 1
4319 46125 1
34162 52788 1
12666 42739 1
16148 40214 1
796 52404 1
53717 57877 1
480 32891 1
33385 65593 1
11204 61020 1
8555 28530 1
21184 22193 1
37410 50743 1
26450 58684 1
16643 66755 1
22825 33109 1
18541 24310 1
522 41334 1
34203 55953 1
51355 65174 1
961 54745 1
16181 63856 1
29921 52552 1
46301 63358 1
30123 30744 1
7208 29067 1
25407 38019 1
47966 69050 1
30814 56134 1
48891 63955 1
27839 58628 1
12985 51793 1
40486 42765 1
9758 30106 1
1998 54171 1
14124 58736 1
746 19376 1
15621 62088 1
19713 51076 1
3106 42002 1
25983 44146 1
51594 62634 1
4119 16925 1
42587 67010 1
29372 45387 1
32548 46188 1
6819 11422 1
23196 47929 1
197 24017 1
25084 43426 1
9050 46473 1
45338 68598 1
36556 69190 1
23394 32149 1
38088 49810 1
27664 45498 1
57772 58550 1
2037 42953 1
17592 66418 1
61594 62382 1
21267 50346 1
24976 52317 1
150 54205 1
6034 46135 1
56912 59695 1
27029 66087 1
21394 26600 1
40046 66343 1
11096 40427 1
19132 46877 1
6035 60178 1
18195 39882 1
1050 2433 1
1674 24072 1
8972 26076 1
2930 11435 1
18587 69441 1
431 21709 1
1657 25772 1
15945 61658 1
6291 58016 1
12837 64139 1
13277 40090 1
25891 51630 1
6966 40548 1
43173 63746 1
25961 38818 1
50180 63530 1
17490 36792 1
9562 13089 1
30636 65075 1
57592 62252 1
10802 47418 1
38 62916 1
57793 66327 1
3697 29151 1
17038 37073 1
27446 44837 1
4711 6564 1
35103 68755 1
23203 60979 1
30023 45260 1
32175 38115 1
3200 47647 1
1140 58625 1
23565 24455 1
52662 57731 1
15265 43032 1
9019 30818 1
11072 53612 1
22391 48103 1
12186 39949 1
5319 21269 1
15009 22916 1
24576 39574 1
21507 56261 1
20236 28908 1
5477 20100 1
58042 65301 1
45994 55112 1
58875 65176 1
43055 50040 1
31161 34757 1
16489 30957 1
12181 14609 1
29032 64774 1
5620 44868 1
44410 50683 1
25889 57289 1
18296 29160 1
27380 69534 1
13835 38601 1
7220 43462 1
1853 55957 1
5836 63525 1
60713 69265 1
17512 58222 1
15123 31319 1
54404 57575 1
18382 53789 1
35392 62110 1
3155 39369 1
7892 39181 1
37096 45695 1
2039 44692 1
42925 60770 1
9672 62888 1
45783 55948 1
32008 35645 1
54024 64880 1
65896 67034 1
32440 56752 1
10374 31802 1
34481 68680 1
43549 66021 1
43739 53564 1
11651 66036 1
33950 46882 1
57486 62522 1
30357 56107 1
32319 39862 1
8624 39259 1
59277 69141 1
9528 49669 1
16287 43785 1
9529 27677 1
50009 57447 1
15580 19966 1
16022 42163 1
17942 51995 1
21711 30132 1
10272 29700 1
27350 31149 1
66249 68337 1
42361 43798 1
576 40756 1
3948 26465 1
11454 36886 1
810 29209 1
40979 61973 1
4518 7526 1
21211 48374 1
35564 62187 1
13127 67075 1
49624 64641 1
61256 65021 1
34913 44574 1
10121 62548 1
13946 21657 1
13258 60185 1
26947 50697 1
47208 47955 1
22270 53768 1
18238 62332 1
15291 62166 1
46966 63622 1
44946 66707 1
2892 50143 1
25565 59857 1
4690 54927 1
20941 53963 1
10709 54883 1
33556 59288 1
55754 65799 1
61567 61752 1
15888 52472 1
25753 60648 1
3388 42851 1
25510 28470 1
18724 21850 1
729 40842 1
251 26345 1
6846 21265 1
52510 66857 1
6197 62836 1
13061 62861 1
7533 62580 1
22695 66650 1
11301 60324 1
35323 48096 1
2483 58174 1
52436 60125 1
40649 47281 1
33499 37209 1
5455 27447 1
31241 60506 1
10584 67996 1
52638 67170 1
7999 19622 1
34348 47398 1
15746 66397 1
33711 41267 1
42291 44965 1
58836 60088 1
46859 49934 1
16406 43294 1
9561 48827 1
2186 16410 1
20302 20487 1
34303 66848 1
46667 58259 1
376 65719 1
33207 69344 1
5528 34185 1
55405 68641 1
157 12107 1
8141 46808 1
32212 49140 1
25644 63481 1
33292 47924 1
35187 43226 1
35012 66937 1
18778 25235 1
15176 42979 1
9543 59382 1
23639 39818 1
24982 68472 1
56771 66981 1
1578 65654 1
5583 12617 1
49248 56692 1
9031 56225 1
23215 51019 1
30819 32544 1
31840 57835 1
30165 63785 1
27927 63909 1
32579 61284 1
19551 59361 1
41696 46795 1
25731 55672 1
22460 30382 1
19662 50599 1
15655 38072 1
9137 65022 1
23877 58460 1
16942 23228 1
892 39007 1
25834 51573 1
1742 14509 1
29592 51346 1
25521 27888 1
25098 27538 1
6283 53932 1
39775 68013 1
36975 51948 1
14563 39515 1
9818 22256 1
28143 52529 1
33433 62376 1
299 12487 1
12901 31788 1
66779 67175 1
48841 67800 1
3537 31718 1
2048 11330 1
23384 57008 1
48641 55768 1
44029 50861 1
57628 65078 1
9094 46789 1
55785 59852 1
12685 35856 1
13644 54223 1
29007 58154 1
10398 44504 1
25179 30184 1
46936 48585 1
7346 44950 1
18111 63854 1
20860 28633 1
7862 9613 1
34551 52297 1
45232 58524 1
20192 50754 1
14564 50959 1
32424 67210 1
18526 24147 1
9860 63726 1
9596 33471 1
7971 61743 1
23339 59964 1
388 50796 1
18800 60195 1
30406 56389 1
5927 13339 1
37096 62058 1
41018 69056 1
1348 34904 1
54672 67220 1
40332 68328 1
7225 48793 1
38475 56622 1
8348 33215 1
55083 62336 1
52217 54990 1
24648 31047 1
19889 23544 1
41150 58313 1
53433 66291 1
3393 6060 1
15113 29130 1
20328 52858 1
7372 40080 1
2859 46099 1
6488 53809 1
13304 58707 1
33576 67071 1
25041 57057 1
30750 43550 1
5126 38249 1
5725 30567 1
57821 67841 1
22236 54807 1
8090 15058 1
38908 47134 1
2706 58150 1
8801 34513 1
11656 33134 1
1034 35317 1
51459 67395 1
43181 58484 1
46052 47103 1
32551 64703 1
39341 57075 1
10001 26378 1
7597 26965 1
34735 69688 1
18954 48525 1
8353 66382 1
50210 67002 1
1666 18200 1
2046 56734 1
28058 51712 1
5047 33727 1
28766 29829 1
14114 34101 1
28755 57326 1
44147 47110 1
13563 20533 1
858 44182 1
44735 63024 1
9087 26707 1
34152 38090 1
13556 61676 1
6803 9804 1
24897 34969 1
9359 43507 1
1965 20848 1
4487 7345 1
10619 21528 1
3701 38627 1
28519 64095 1
11573 25185 1
23693 46426 1
49481 63995 1
34832 40872 1
17270 39059 1
6746 58073 1
17157 69344 1
4603 60397 1
11509 21854 1
8450 31721 1
5805 7813 1
18649 47848 1
14135 26623 1
19357 44970 1
2598 26717 1
23008 29370 1
40980 59622 1
5289 58851 1
6741 16323 1
9190 41727 1
10245 20991 1
16907 67726 1
1098 7260 1
65198 69399 1
10266 67447 1
15658 34299 1
1419 35110 1
44634 47961 1
12360 58982 1
30599 42515 1
198 48394 1
17821 28755 1
26627 65377 1
41047 41558 1
9821 58809 1
13951 17048 1
37072 40524 1
51782 60477 1
14249 26926 1
22739 31657 1
27072 49956 1
5096 26170 1
11312 49345 1
34767 42485 1
43287 58956 1
48197 56358 1
2283 55375 1
64710 68184 1
1966 35965 1
30736 59746 1
8928 28968 1
15134 45637 1
1398 31513 1
7348 61487 1
65072 65714 1
6927 49554 1
20143 55633 1
5558 34972 1
19941 41059 1
12826 56400 1
11692 18656 1
27294 37941 1
64247 66798 1
30382 42548 1
9576 57460 1
8138 30180 1
59407 67709 1
28312 63988 1
21290 66854 1
38399 55449 1
42556 49962 1
32925 42610 1
801 50922 1
38597 69237 1
65741 69252 1
24597 67730 1
27469 45942 1
36976 37481 1
3309 31741 1
2021 2996 1
33631 35674 1
9321 19240 1
21666 50644 1
5220 10447 1
20008 34047 1
3877 24020 1
26544 27239 1
36985 58808 1
23280 28686 1
5238 31733 1
9331 39627 1
2517 67358 1
20921 45955 1
21896 39546 1
29941 57949 1
8617 17386 1
41415 58830 1
3769 66712 1
3271 48951 1
8361 23158 1
9519 22190 1
21315 24380 1
45149 68257 1
14059 59972 1
30178 46323 1
5156 31949 1
31367 49341 1
7731 58241 1
4038 27450 1
9810 58053 1
16396 19916 1
56167 58565 1
4574 26942 1
8891 13691 1
2967 45452 1
22746 67951 1
10056 11013 1
117 50925 1
7922 27275 1
41635 43083 1
39299 42844 1
1393 60379 1
14397 30898 1
891 17099 1
10661 16580 1
36281 59278 1
58449 59546 1
40762 67153 1
61132 69346 1
6475 11367 1
5278 66751 1
20160 65966 1
52762 56881 1
19387 25678 1
2678 6679 1
14775 49431 1
7246 12555 1
47107 65164 1
14868 63566 1
14 53224 1
6574 39800 1
16862 32258 1
15651 28051 1
42193 62907 1
28992 38111 1
28887 30078 1
19198 38081 1
5515 11657 1
18999 24964 1
17957 32918 1
4235 48015 1
3446 41232 1
22286 50994 1
9591 18268 1
56547 57570 1
35895 46478 1
14509 52859 1
4158 66602 1
68732 69515 1
20021 56226 1
3704 19191 1
10300 10510 1
21451 69301 1
31838 42427 1
5550 13227 1
29126 51541 1
5941 9707 1
24074 45273 1
43935 49026 1
1374 63861 1
35124 46735 1
35860 43289 1
13003 29398 1
17583 26507 1
35099 42789 1
27111 61397 1
2378 47868 1
45335 57112 1
35499 38529 1
43921 60050 1
41616 53745 1
35144 44868 1
2334 13108 1
1583 58410 1
64806 65601 1
1249 36158 1
52168 53960 1
15827 66693 1
50496 63742 1
10507 62182 1
1906 34689 1
6104 38175 1
21549 42236 1
42520 46444 1
48582 68323 1
9537 48319 1
35874 62703 1
3690 22596 1
3288 51850 1
9892 45409 1
15157 57378 1
10109 61810 1
17831 36514 1
9059 29908 1
31207 64131 1
59049 62931 1
27222 58428 1
30855 59156 1
14410 35301 1
15542 44735 1
40591 61148 1
9587 66083 1
60369 67348 1
18898 61767 1
32892 49470 1
85 21800 1
28024 60830 1
9836 51306 1
10209 40979 1
4371 9608 1
25684 56672 1
23778 66713 1
28616 43564 1
41107 44375 1
3919 28892 1
51447 65276 1
28053 57976 1
6603 35543 1
9857 33632 1
1321 43475 1
5117 23240 1
35631 57044 1
28374 40377 1
43249 66062 1
16783 37294 1
15340 65835 1
1253 65374 1
1143 32042 1
47313 49977 1
14306 66195 1
6001 48265 1
13851 31392 1
14115 26589 1
13521 41086 1
8351 49799 1
25804 27413 1
6128 11038 1
23924 53586 1
10535 17812 1
20666 32947 1
65422 66605 1
11335 50728 1
7609 52941 1
43506 53435 1
45949 48371 1
52413 52639 1
29617 52465 1
39658 59996 1
56307 57410 1
17275 42510 1
24285 44916 1
22519 42905 1
19347 48385 1
8832 16377 1
2079 42396 1
4546 9931 1
45121 53609 1
9930 68606 1
12850 31410 1
32472 43919 1
6625 28909 1
39377 68739 1
17104 38685 1
20986 25416 1
10480 16478 1
35961 66489 1
14433 36750 1
5855 39299 1
17547 69532 1
416 55533 1
23441 31706 1
31032 54400 1
17985 32039 1
18885 28692 1
21160 63866 1
25335 40521 1
9378 29151 1
16315 23699 1
10125 35993 1
60045 64959 1
30850 46027 1
8799 40352 1
17586 33010 1
22187 64546 1
52662 56619 1
44658 53522 1
3173 31441 1
25776 51048 1
20254 25202 1
18159 28151 1
15660 21141 1
7596 31172 1
39858 41675 1
31370 55360 1
2237 9340 1
27043 63576 1
15622 37405 1
10264 51955 1
31140 59958 1
64958 65942 1
28149 56037 1
7536 50127 1
2288 10552 1
31843 68123 1
9085 38707 1
7220 34912 1
15505 21843 1
27316 61216 1
5404 25068 1
16641 40384 1
41937 50339 1
49351 63810 1
33145 58947 1
20609 69488 1
43298 50253 1
11194 25116 1
7903 41990 1
19848 67696 1
9069 67863 1
26038 26904 1
49426 61684 1
9784 63633 1
55739 62712 1
58515 64368 1
47479 54862 1
25710 27567 1
54938 67384 1
16112 30730 1
16304 54244 1
4352 17398 1
13244 29107 1
13357 23411 1
26324 34775 1
24427 25532 1
15212 68408 1
60 4940 1
25163 45542 1
33618 35253 1
36811 54953 1
27741 29053 1
25032 42551 1
39904 56927 1
1607 52723 1
4341 43496 1
3710 30396 1
19600 58372 1
13085 27363 1
2565 30658 1
40741 55808 1
49507 63403 1
4792 25795 1
16982 20239 1
7261 16041 1
28096 34563 1
24377 33570 1
51178 57162 1
2209 3497 1
8477 21569 1
32053 61172 1
15237 65537 1
58440 60009 1
6927 65200 1
23059 59325 1
53622 61809 1
21749 52352 1
20645 29378 1
11127 38914 1
15613 26668 1
9589 53705 1
7555 14150 1
5641 35013 1
10578 54906 1
32627 48728 1
16103 29915 1
54955 55443 1
21905 35063 1
24137 24727 1
28917 29054 1
28054 62426 1
25299 48798 1
24328 37002 1
35665 37555 1
21224 52623 1
16155 53885 1
20801 33545 1
17545 43847 1
6054 44259 1
62548 68368 1
229 49560 1
21424 45401 1
39365 50318 1
15480 26339 1
17470 57776 1
24125 35016 1
32218 56549 1
43828 67483 1
25278 66265 1
2387 51177 1
29130 46038 1
8529 39146 1
31175 44606 1
7001 36728 1
674 37489 1
7649 65771 1
20728 29800 1
1637 10183 1
23890 60212 1
2167 65929 1
5 3532 1
30243 44975 1
10153 45469 1
4917 62872 1
11539 46576 1
10112 30886 1
4592 16624 1
59748 62730 1
12671 58390 1
12120 32502 1
49371 51204 1
41954 53743 1
138 31561 1
31391 33889 1
25293 35022 1
8015 9769 1
15054 62744 1
23487 42589 1
5027 26045 1
59013 60068 1
7989 37329 1
23526 28973 1
30153 33056 1
16323 19795 1
14579 17712 1
49410 62273 1
34538 54463 1
17786 41315 1
37438 63298 1
43095 51859 1
35147 42338 1
15465 47479 1
27655 68660 1
2967 24640 1
13351 26354 1
26390 58342 1
37310 61657 1
1659 21699 1
23651 36861 1
58047 61349 1
29299 66188 1
22174 58888 1
21389 29567 1
7390 49232 1
11526 38277 1
2724 18224 1
7175 37477 1
30447 47532 1
12323 39291 1
44100 52345 1
35062 35750 1
46202 49311 1
53999 63008 1
37121 38967 1
22773 44193 1
4140 37707 1
7328 43398 1
17537 52916 1
4539 13836 1
16342 68536 1
5467 44001 1
48038 52882 1
48348 66583 1
31024 34014 1
11529 17609 1
18628 31305 1
14539 14546 1
33747 43595 1
28463 61526 1
24501 25289 1
16906 63860 1
10342 15579 1
27962 64373 1
34869 63013 1
58906 66399 1
15080 57753 1
9306 65081 1
42836 44070 1
10969 13621 1
45312 56964 1
48714 56268 1
2878 59464 1
47500 63062 1
11184 25745 1
45523 63620 1
9236 9404 1
25314 47717 1
26578 28494 1
13572 26398 1
2660 6406 1
14135 66215 1
6626 8814 1
43941 66470 1
18999 36529 1
52719 63059 1
3902 56024 1
26949 30971 1
16582 34989 1
35228 50187 1
3702 22751 1
43416 47269 1
49030 55675 1
51691 54843 1
43437 67420 1
7521 24147 1
55741 60936 1
2934 25646 1
66374 67235 1
17402 37814 1
12652 22073 1
7410 25702 1
7800 23560 1
44512 67375 1
49790 56261 1
4289 40788 1
1231 41516 1
2268 28560 1
19423 58220 1
12716 13132 1
21791 55394 1
20389 58550 1
661 14428 1
52527 59853 1
17922 18539 1
19818 30763 1
41144 66240 1
14333 46601 1
31334 33259 1
28128 35545 1
6980 43113 1
10836 12909 1
40975 59427 1
7353 66800 1
22888 60101 1
13209 58866 1
2013 15254 1
36085 53859 1
24289 26837 1
10622 18008 1
4606 30288 1
59361 66665 1
22858 51813 1
19243 39973 1
9965 45555 1
44015 61648 1
14068 48011 1
2354 7005 1
23475 28373 1
54265 63096 1
41379 60024 1
6815 40102 1
2406 6918 1
20431 56828 1
19753 47053 1
8043 54072 1
49042 54564 1
2333 30851 1
33900 65334 1
46625 65854 1
22523 60687 1
19782 42093 1
8439 11887 1
45871 52814 1
19876 20340 1
25986 26812 1
24256 63023 1
7553 14469 1
10022 43544 1
1755 15141 1
14550 16873 1
27607 51956 1
4292 31343 1
20667 52109 1
1362 21599 1
649 12883 1
24159 49921 1
39655 41312 1
13879 30285 1
35580 69709 1
622 13215 1
19451 52912 1
2514 24732 1
42677 65658 1
38876 65740 1
12413 49674 1
6184 29013 1
21108 46890 1
34903 48634 1
3736 12849 1
45797 52563 1
22327 37974 1
3580 14221 1
13736 18669 1
2230 3734 1
5061 43475 1
4137 47768 1
63058 63871 1
26801 34714 1
35086 48740 1
10973 57214 1
5687 18646 1
1885 40793 1
31578 53826 1
21825 27894 1
5632 43873 1
65676 67143 1
46795 50132 1
8105 44453 1
36806 47608 1
2141 26815 1
30951 34131 1
7547 61696 1
29016 40899 1
4285 65654 1
38940 58240 1
24884 40965 1
10445 45869 1
35529 55969 1
45390 53341 1
47301 62530 1
22303 66200 1
18274 28480 1
43589 56324 1
8615 45696 1
40155 66625 1
33946 49551 1
67011 68258 1
3547 30455 1
16951 56572 1
3055 43694 1
27910 42377 1
3999 67093 1
32321 49810 1
32591 46717 1
4295 44394 1
19944 44483 1
26564 68118 1
898 3640 1
22735 49218 1
54969 64221 1
17134 49514 1
13839 27858 1
15378 60135 1
60731 64232 1
2604 65469 1
52285 65442 1
38184 65530 1
31927 51581 1
22451 63240 1
7044 46951 1
30887 45828 1
977 32449 1
33821 66065 1
27203 28786 1
61148 62981 1
12450 32412 1
23638 30219 1
2765 51010 1
55997 59230 1
9042 38280 1
22036 48886 1
11730 15599 1
23877 38562 1
28701 53641 1
9605 22507 1
6605 51460 1
23881 33782 1
44774 60741 1
14632 62067 1
9863 12725 1
32725 49782 1
2042 9248 1
7742 18017 1
836 4568 1
20031 43924 1
16800 27396 1
5479 9804 1
27027 28722 1
7218 35498 1
13644 33054 1
17530 40870 1
34691 37618 1
20098 63807 1
2015 25079 1
8225 63404 1
41584 62990 1
31395 63304 1
4119 10205 1
51646 52186 1
22750 39809 1
59449 59643 1
10809 47904 1
62641 64805 1
14063 27223 1
7011 26004 1
41317 46837 1
5433 52089 1
10318 49409 1
1 51741 1
56450 62613 1
43493 45898 1
8937 29202 1
19905 51523 1
27471 65152 1
32649 33148 1
31295 68138 1
31236 44722 1
31318 36810 1
6738 28602 1
9949 15014 1
40092 56074 1
25156 61577 1
55767 62601 1
3864 34303 1
3329 62335 1
27213 57151 1
38550 50921 1
57530 57628 1
28528 50438 1
17867 28913 1
32926 39660 1
21520 37913 1
36601 40086 1
6886 20086 1
51044 62645 1
28781 42880 1
57220 65365 1
15491 59890 1
19011 43847 1
13702 56980 1
19307 45621 1
18270 20758 1
15494 61956 1
25300 66839 1
44735 46399 1
42616 44631 1
15847 47417 1
2337 17602 1
5853 32884 1
27798 58505 1
20555 37364 1
5289 32712 1
6569 59099 1
37454 44837 1
21004 69029 1
25127 65499 1
19191 64303 1
5433 19248 1
25374 30025 1
16284 57683 1
10874 43626 1
30219 65190 1
22763 50995 1
12518 52961 1
20381 60019 1
14866 53470 1
371 60412 1
6554 45572 1
13013 20999 1
39888 45917 1
49895 67796 1
27197 37125 1
18951 21300 1
419 25588 1
2422 3262 1
39319 52276 1
22840 52910 1
3024 58088 1
31744 35349 1
18837 44653 1
10616 11554 1
8677 49123 1
15144 46556 1
18803 44337 1
23296 47732 1
2980 48220 1
759 66697 1
45969 64027 1
9795 31333 1
2046 48034 1
1250 7046 1
23802 43057 1
45376 69027 1
1499 7867 1
52331 60805 1
436 45223 1
24385 34939 1
44588 45571 1
56821 60588 1
34194 51909 1
10626 57053 1
9775 51041 1
41935 68364 1
15188 60528 1
11843 13819 1
48487 54198 1
27371 61622 1
60041 62656 1
49483 52571 1
54201 59558 1
20324 24858 1
826 53851 1
7573 62567 1
15180 51525 1
27541 42089 1
44516 54649 1
31501 62017 1
8584 20234 1
25385 39654 1
14506 29484 1
44893 67469 1
30057 33177 1
19410 32792 1
3285 65128 1
10354 17053 1
44948 68967 1
4842 64084 1
10873 62450 1
5778 52085 1
8479 18525 1
26600 48508 1
44624 66460 1
34567 65303 1
24419 36723 1
44632 47435 1
4338 17647 1
39609 61559 1
38650 42174 1
6698 16957 1
19706 39292 1
4356 52876 1
21901 62314 1
57129 59184 1
12303 16646 1
60045 65850 1
4093 44726 1
10269 53975 1
17565 19666 1
31054 38456 1
31509 55503 1
4098 28247 1
25942 56059 1
1833 3391 1
4325 25791 1
57482 65366 1
26227 47733 1
4928 11336 1
60128 61609 1
47576 65199 1
14345 19355 1
27913 44664 1
1578 19210 1
25847 34854 1
15234 68801 1
12667 62466 1
3127 26590 1
1103 67954 1
36471 47725 1
11203 22059 1
65760 67070 1
8394 62838 1
38904 45907 1
7895 8568 1
42227 47611 1
9683 39991 1
18490 46140 1
11226 44771 1
1303 11457 1
39105 46423 1
31075 60509 1
16944 54077 1
11645 15053 1
61432 64105 1
7101 39075 1
10599 58398 1
5864 22020 1
22019 62889 1
41881 68249 1
24437 26569 1
30627 57200 1
5645 55165 1
34340 53802 1
55093 58459 1
3363 48551 1
26175 52295 1
45506 48310 1
29569 41077 1
13596 44115 1
32698 33933 1
17380 35429 1
4899 34543 1
41735 55429 1
26297 64229 1
5011 15446 1
22929 43420 1
12179 49294 1
57034 64917 1
43330 50172 1
35602 50865 1
27341 65694 1
18250 35947 1
20131 37972 1
29253 50204 1
5790 17180 1
36645 62077 1
17542 37958 1
11574 46453 1
46091 46727 1
18082 34456 1
5411 65110 1
34845 50197 1
15926 20754 1
135 29346 1
18120 29938 1
8114 16906 1
60698 69518 1
30520 37426 1
47053 58837 1
10342 64231 1
32269 68495 1
21515 26152 1
37030 44746 1
15006 24872 1
18168 35537 1
32006 36007 1
11445 30172 1
27000 63749 1
9160 49690 1
50413 60097 1
5710 67121 1
2980 4728 1
44508 61263 1
11563 35899 1
42617 64316 1
42990 46730 1
16171 32158 1
7939 35781 1
11806 17856 1
8412 29941 1
5618 67624 1
18234 52412 1
795 17869 1
44338 59337 1
392 7264 1
32131 32798 1
1387 4191 1
7370 45748 1
11383 39977 1
29045 68647 1
6709 45238 1
11863 59536 1
5605 52996 1
24939 59420 1
1827 7838 1
17709 31066 1
4610 62735 1
33878 37776 1
40122 61562 1
23430 31983 1
15231 65562 1
19813 50896 1
22081 22765 1
52428 61270 1
32403 52723 1
6190 7910 1
52636 68586 1
4566 32121 1
4009 43442 1
60921 67272 1
17865 28535 1
10777 56005 1
54384 68062 1
29285 31985 1
