93425 99508
27240 86256 78
2478 44418 75
3366 76603 97
14404 63637 29
29074 67236 51
8125 86610 6
1887 49748 83
24499 56707 88
1042 46200 33
8553 76315 34
52942 88018 27
22183 89683 60
8323 74171 13
5887 79811 92
19754 62300 14
53009 87056 68
3460 73672 80
22346 80166 94
10104 57749 19
20794 61003 58
21206 86296 9
6086 65572 61
14632 69260 3
5477 40840 63
51222 87448 87
3602 34624 93
3038 55866 7
13698 73607 80
1776 83504 10
13567 44497 60
9177 89112 81
5360 51463 33
2641 65888 19
1244 73756 27
9461 87867 68
50663 87010 52
29103 74723 44
37091 71945 40
23601 83656 97
4223 43397 58
25 45473 2
4424 62111 56
733 88097 75
481 76061 75
49649 87443 3
4618 82443 18
19580 89958 82
28085 83962 83
25654 84845 34
1866 68594 21
43405 87026 55
16391 47778 40
25886 71378 14
33164 65280 56
45284 82660 33
9622 62669 70
26304 67057 13
788 49368 97
51973 82688 57
21941 71144 94
14815 92279 14
6676 83852 94
30810 68378 42
31158 91867 52
291 71184 92
10749 86759 93
3461 58685 19
4101 71500 37
9950 40398 26
6816 69662 18
33485 80922 28
40422 71894 61
4266 53016 74
23933 54665 82
21883 91881 85
16023 76670 33
5794 72613 71
23624 87362 28
25130 66074 58
6802 62067 86
45102 92274 12
889 91097 72
39064 79823 30
4609 92928 64
20347 92884 47
4194 81115 32
22315 57922 50
11530 78761 70
41189 71801 56
17637 73852 55
26848 85908 41
2231 37485 100
17471 86681 77
6222 73786 1
8517 72254 45
43114 81614 49
571 40617 16
12324 91120 2
37174 89547 27
14382 67371 54
17893 62601 21
52474 85199 17
9209 51448 92
16382 63968 56
12021 62191 59
8522 79577 10
31663 82962 26
2085 75335 84
25438 68270 49
37883 91273 28
2235 37009 82
32155 75650 46
23018 59225 82
5277 85448 39
17597 80915 1
11710 62231 52
28612 65392 54
6352 54213 39
22614 89974 18
5204 72383 91
4903 73793 41
18272 51061 53
5643 54283 58
12465 65495 62
20003 88740 57
13424 47761 17
3685 41079 37
33073 66803 77
20199 85274 23
31696 63295 66
5316 66182 19
26454 92745 4
26883 78730 11
45747 90554 43
5009 77878 5
12273 43643 31
1601 62257 78
42886 77636 50
11416 85857 81
17456 63647 16
23177 91678 18
26697 57478 85
20237 92334 20
8752 72473 36
38741 91109 82
31567 78213 82
10564 71121 3
11171 55652 83
35481 86727 12
2154 73686 17
32214 66419 35
20918 51392 61
14195 90090 97
17061 58109 16
33761 83592 37
19021 74321 43
32096 64845 17
3626 91058 95
42361 89874 87
41025 73179 23
34200 77463 71
26785 67439 15
31113 63835 65
34297 92151 88
31794 83812 87
821 87176 53
56263 90336 2
27694 81584 66
16579 82355 42
10100 42906 18
773 54063 48
12071 55121 83
44270 80583 37
3723 43126 91
9397 64709 95
2005 60450 8
47307 86795 18
42 64521 43
19143 85472 34
14848 89434 90
27150 76636 59
57391 89013 95
37891 91150 18
32594 76932 79
7713 88416 53
59833 93158 67
33365 63667 18
54693 88892 67
14837 72799 77
40992 83479 54
31031 86769 76
3954 34532 79
6895 86147 35
7578 66068 14
32277 74902 75
20395 77838 65
706 46840 11
16903 80534 52
24164 64119 63
41173 72511 69
37512 86631 10
4249 64572 5
15879 83756 16
11887 59186 42
25769 67385 57
18627 68029 21
22722 89453 72
7700 45017 73
36409 76868 9
18473 79439 40
34170 67772 59
27251 59014 22
7148 55089 9
34364 78881 52
10970 92563 3
29789 87471 52
43559 76570 18
4380 78992 78
21310 58826 75
19071 77430 49
11696 92888 42
23830 54181 47
15521 83906 20
11601 46473 16
28299 75418 35
40809 82347 23
48185 86997 40
48118 81904 85
5922 86087 75
1899 64113 85
4838 86173 3
9522 68649 61
47896 88524 22
4689 91323 68
10152 46850 20
10566 90695 44
22112 88407 97
30316 85392 100
35261 80634 90
4735 43413 96
3790 42667 85
39185 91073 30
17690 59709 83
19934 72397 89
7457 54750 26
13293 92183 59
45709 90446 82
18150 69334 52
34335 90075 89
1966 43279 47
27299 64520 57
40112 84039 3
11720 54288 48
50930 91826 4
21076 88767 37
22527 80467 27
44671 93322 13
13097 75205 64
7273 60354 91
44881 84353 30
7737 85989 32
32456 90140 0
19839 64844 95
14576 62772 59
8499 39348 11
48169 84797 12
846 64262 29
1853 90500 88
9441 89400 9
17688 93027 83
7053 68793 6
40380 75979 70
1424 64539 1
33396 73107 28
22246 57734 18
781 86345 17
25345 90756 21
50350 92687 52
52506 90681 74
30224 63444 67
35841 90283 55
2957 70663 68
28846 91740 82
51136 83670 43
34661 75388 8
51175 83221 73
18060 52940 24
16044 56956 9
36198 76016 83
17708 69634 85
17813 65815 93
1330 37881 24
54055 85675 87
4872 38458 59
13888 86807 84
3461 41623 71
1542 75469 62
14065 60783 2
23055 88813 76
3684 43175 41
11026 49431 99
35568 83904 84
27026 67447 0
21490 61272 44
48009 93001 93
26069 69811 67
2267 82950 78
1209 76549 52
48786 87312 98
51266 92215 72
8847 75404 4
29310 81363 2
38082 85087 74
25703 90646 7
6559 74493 86
9016 40755 68
2093 80264 36
291 70723 60
8272 54011 16
37106 69952 18
54093 93326 48
4918 84695 0
31059 89017 66
18164 81489 71
17852 93350 63
10978 55000 89
39485 72279 13
118 30424 39
8397 76577 77
2232 59203 42
11225 81823 86
386 63204 44
16433 58203 38
12368 43691 92
24203 64569 87
60097 92390 25
1890 79508 27
18677 63703 55
55000 92644 6
33481 76203 35
6882 57229 67
37890 88277 37
42391 89696 28
16546 70876 33
4609 76430 45
1135 55497 78
44314 84364 65
10062 51988 13
4024 72633 53
15331 46837 78
49100 81873 7
15606 69982 4
17062 58933 72
29550 68378 44
197 67303 59
11102 47403 86
10963 63930 36
50302 90100 1
8301 45137 60
49870 91739 11
45374 87327 23
2079 58059 61
23529 70475 85
17844 63886 48
22979 87541 64
23842 58642 7
3934 46729 60
37498 67854 6
15856 71839 27
26635 62722 34
11357 41376 62
21910 92132 63
27412 62682 55
15116 87568 21
11431 55966 88
43616 88131 56
18887 58736 34
32906 93265 8
46318 83081 15
46957 87784 12
13318 53548 96
1340 91326 47
44734 89164 65
59254 90150 100
27111 57163 83
50288 92436 0
15215 92450 36
34397 79194 83
1681 43641 23
24407 55533 74
19389 49423 87
12643 43768 2
32396 66766 41
18665 69191 85
27558 80692 2
4054 34317 58
6005 65346 21
6886 57079 26
17521 70330 39
29224 84771 28
50198 82587 55
32431 89963 99
21375 72069 17
24650 86877 98
31648 90861 78
775 60770 31
2383 66890 80
7311 89665 21
8862 60478 35
5667 85975 36
36794 68795 38
18185 85210 42
13968 71525 4
41907 89217 33
8917 45487 22
42097 81114 85
22023 89951 23
243 43789 91
51566 92788 65
52667 92221 0
14918 84014 25
48144 91402 61
11122 77069 98
12386 86031 44
15818 85362 31
3292 37312 1
15389 61730 33
29999 70657 63
5320 38248 95
48240 81579 9
6559 86494 80
16165 73417 60
22235 55526 52
45091 81341 36
40216 75446 36
3771 70229 9
28019 88050 49
6159 49113 89
18134 58759 61
4928 92820 93
16729 88933 78
17367 52235 85
41658 84340 45
9180 83062 39
13042 85112 7
6292 70916 87
33152 66552 88
29213 75781 59
30821 71861 69
55117 91371 54
33999 81985 45
29426 86435 33
7599 75216 87
12735 64103 76
11125 64234 70
13454 90376 6
8582 84216 55
42586 92875 39
38269 74506 63
6482 52713 1
13964 85740 70
79 60790 90
10103 71284 91
54672 88186 42
11339 86639 64
5024 62809 13
39627 91212 59
36934 79746 18
20812 89957 17
20902 84893 65
28179 80802 30
5966 69265 43
16605 89066 69
9428 40842 57
25419 78302 24
23094 60052 70
19088 64927 17
21759 82681 16
10779 73027 15
29736 81687 80
29387 60460 78
30759 86323 100
8252 67953 82
5001 53457 44
3170 41555 49
16020 58949 2
19955 92385 49
30623 78019 58
58193 91285 23
22051 86729 66
16966 89901 61
44354 84318 10
16957 90008 0
20014 60687 77
16088 81186 33
12966 86314 30
14232 70901 49
44423 91350 60
31526 87715 39
17266 82060 64
46194 87208 36
16580 76090 74
8379 82355 62
1257 49050 39
9443 85578 42
7128 87159 7
29818 73013 53
8839 52471 52
12031 61544 65
22322 55661 44
33150 84338 57
5904 83643 4
8091 92438 87
36566 92967 25
32986 66924 49
5537 65111 77
34632 89712 57
5855 56278 26
22767 89444 49
3878 55866 84
25563 56095 62
49857 81797 11
13776 45297 37
16195 54415 74
5358 92096 33
13627 68088 6
10835 57712 5
37177 71740 81
6161 85396 48
40329 89372 76
17991 69772 36
19722 85049 16
3288 82868 54
2525 34254 37
38533 71142 53
28807 62736 34
23249 81289 87
25634 69069 33
9878 47320 70
15046 91307 40
37386 73899 43
3096 40550 2
1519 53611 83
8519 57729 63
11295 54902 72
23418 85456 12
52142 83302 8
4649 74078 77
30380 85606 51
28414 61170 12
35467 89476 73
29747 81166 82
9663 89488 94
28507 74066 17
4009 43631 12
5595 49936 63
39065 80114 63
38810 80782 97
17913 66868 21
26223 88507 33
20140 70732 86
18797 60804 28
9001 65246 93
13968 58943 82
32426 69722 6
2693 37066 14
12540 57154 71
51735 84197 59
11687 90988 34
32087 76302 32
31570 69410 61
34789 90323 92
48355 92139 89
32725 77178 58
8419 64806 8
33731 70900 100
13639 44459 39
2044 33041 33
735 64383 46
14783 59625 7
5760 63903 21
27250 78945 13
12573 90440 74
17469 83885 25
25022 89995 60
26173 86574 73
23542 65494 7
47505 89021 25
181 76725 43
48705 82283 3
19073 54731 80
10664 72393 79
18802 74151 4
37060 68619 18
7304 77780 44
2093 64448 9
32998 73637 45
2132 88369 17
4940 69997 39
5989 88121 13
43891 88556 86
30957 74437 12
27730 89476 67
1270 44878 41
25429 89266 34
40478 81809 70
14821 87489 88
40383 72071 17
17794 76043 37
44524 92668 83
45275 80820 5
31712 87766 24
11728 92882 43
29773 62513 81
48476 86658 69
25868 92471 39
9967 68402 88
34027 93189 78
16344 56675 10
23248 92292 36
15664 56232 20
13771 71313 19
29429 92752 89
39570 85181 59
9869 89788 29
44810 85967 62
27432 59884 7
9932 63706 83
20289 57854 90
15911 81674 41
10849 66753 63
21235 81324 4
31614 88326 25
39394 89784 85
8379 39660 71
11076 60757 78
5339 71277 99
12164 75389 43
3392 55920 13
10824 48511 22
52845 89627 5
7398 78729 72
34688 66425 52
3827 44083 4
46549 92131 47
28327 67071 50
8035 46915 29
15002 88267 60
37547 93050 96
47833 90821 13
18642 73954 50
390 56975 56
2091 83229 76
1658 80038 21
37913 74787 68
9356 52499 33
17192 83035 84
28787 91096 8
216 93253 25
14622 50725 22
13059 54427 64
15359 61029 79
17426 81504 79
19238 55241 28
9265 64465 75
1352 48857 31
4030 44098 29
1775 68849 99
10227 53932 49
39832 88792 97
8518 63476 71
8427 72240 97
9753 59379 28
28701 63007 71
12718 52665 53
2506 69505 60
19373 63679 84
36966 70150 36
4350 92616 32
22073 91463 70
31946 62466 57
43544 90240 72
9526 50659 95
16490 70505 37
11327 47937 55
7077 39205 29
1073 56260 84
28791 74442 18
15688 88645 97
10671 73485 45
16866 80242 28
481 80079 57
4272 70519 62
159 59787 54
13754 66878 61
22234 75123 70
39480 93342 1
35660 72970 61
390 87798 49
14192 62840 88
35620 67097 43
28479 61723 49
34324 66569 56
37111 93171 83
5666 64342 65
3024 36494 91
37828 90182 39
34631 71301 10
21222 54446 56
15972 56815 15
3802 81491 81
2379 44135 100
6838 65894 71
24083 69651 87
19088 65726 47
28533 64963 60
7758 77773 57
33139 81971 24
34929 86033 33
26037 72763 76
51589 90408 17
3679 58500 15
47530 78663 92
14249 58109 4
48981 90947 82
32923 84863 0
21041 79189 41
1174 42426 57
14061 47450 48
855 53567 65
13993 83989 9
27173 64084 30
1766 72496 96
16044 80398 9
25424 87654 49
53871 87497 11
15478 70246 57
21470 80741 38
28429 77864 62
11059 55252 64
44248 74299 66
8591 71517 71
30520 86570 24
8396 74171 77
28673 89841 25
15432 54186 41
18843 59537 9
23707 88490 56
5328 52451 45
278 75953 38
5320 90004 22
30975 78758 14
4427 38387 32
29533 78614 10
14477 58632 87
15234 60452 6
20711 79320 30
19161 63318 20
14824 70993 18
32599 64280 32
4087 61527 85
6796 64143 12
48266 87540 79
58399 88655 8
13225 82001 86
16034 91406 15
2312 55043 74
17710 50766 38
20507 71821 26
1590 61870 18
26794 86562 81
3616 80212 88
1312 76375 77
22413 92719 32
32321 78145 67
23265 75997 40
41967 76070 1
4630 65027 67
182 73928 15
42760 75793 7
47695 83849 72
6742 62671 40
23105 77010 64
4042 40538 93
47160 88323 48
13852 68438 20
11785 84700 59
3191 60970 24
17562 71957 92
13316 67911 95
1203 73937 80
41041 89082 88
9915 61622 68
4378 90789 37
12331 79802 69
7989 40043 65
39253 71755 20
34424 79073 4
29378 75513 70
20047 55144 47
8945 83437 20
27388 58860 34
2988 58927 26
39549 77838 9
18580 62991 76
5621 91020 9
53219 83502 94
21864 55766 25
9584 45814 53
18463 57054 61
47244 87451 75
40851 74286 64
3839 54600 50
46383 89313 31
4948 72035 29
5796 83567 29
34436 73497 48
9628 63950 39
4686 73367 54
28840 64684 20
26893 73278 27
40414 73302 53
3145 49509 53
32356 66130 29
14789 58337 43
21640 79846 6
11299 53397 89
16931 92248 3
19316 51144 82
11440 76758 88
2723 46310 40
30294 79582 79
20642 59394 29
13024 44054 33
5122 58969 60
19391 73982 2
15050 64005 50
23486 77417 47
13529 88725 29
55156 87254 59
18921 56998 44
6079 61901 41
36499 76710 88
35840 86716 37
2027 92129 64
23895 74309 30
13258 76260 59
53302 87388 33
11524 66093 6
7250 43301 49
19631 81215 36
9998 40948 37
22975 77884 3
6710 58991 95
2953 73466 26
31624 67855 22
4914 47389 93
1613 34672 45
57328 91026 86
5689 39916 85
16824 64482 81
9081 74883 2
32795 74594 81
9021 45068 98
2339 74056 52
28257 62065 31
4117 92881 27
6966 66118 69
2658 84720 91
57630 90633 23
17451 73289 43
2693 70166 89
29740 82064 41
8280 61433 15
9550 77502 98
5471 64827 60
47421 89911 25
47919 86266 55
16221 72069 43
29850 83445 96
5752 80056 30
12932 53771 77
13425 73126 43
8080 53658 68
23990 75574 2
41374 75729 35
48477 92154 70
41006 75373 98
5266 54444 24
49213 84585 93
24086 76810 47
7533 61819 100
12905 57117 38
17987 60524 71
15189 92446 93
5125 86052 62
8065 42800 66
11669 68371 45
3772 55738 30
37429 75480 23
17635 82276 18
25561 64271 48
14849 52562 64
13204 83358 85
18382 62710 32
52575 82757 21
7638 84858 99
27521 81725 3
15394 72532 83
26015 70365 76
7501 50082 36
6271 78821 0
8752 61493 62
25437 58815 67
46807 80959 33
41828 89556 28
26680 60851 79
40470 79615 15
28939 74371 29
8025 60715 95
45420 88585 51
14682 51006 79
25609 87620 1
5853 67837 88
31835 67771 97
2187 87526 50
25339 71185 77
38081 75518 81
44927 82107 69
6429 41673 18
44575 82471 33
35523 92823 87
4989 80889 31
31044 89173 4
7883 68363 34
43648 85090 36
18973 71482 31
27346 57406 42
11012 92208 56
44034 91802 43
8688 68583 29
2137 61758 52
59055 92137 64
58467 90197 15
7801 70142 4
33456 69963 79
52205 88913 35
19711 56068 30
20904 82129 37
44241 91099 3
28 79020 1
5803 81879 53
14391 78336 10
41312 83409 19
12087 45351 99
27416 73394 56
7313 57604 14
48690 90462 33
2960 40621 67
18652 74112 63
21361 56266 84
20334 51333 73
27208 88711 72
12507 51116 53
13451 76108 37
1373 68540 28
43499 80272 27
41612 83456 96
20288 79656 15
31192 86410 63
46018 88058 33
23633 63613 57
3146 55774 39
34905 75328 96
17324 64871 70
48078 81373 97
905 74063 80
5260 91698 63
25330 78778 61
27260 80754 95
17152 68709 63
7729 38544 26
26856 74021 3
32905 86602 84
17494 70372 15
26293 79015 90
47621 80468 76
22946 87523 97
37131 81548 50
41902 90183 43
21724 70802 57
660 63090 68
5569 60412 3
16335 64613 66
7007 56442 64
668 68918 54
24852 56008 68
18509 48904 45
17482 68710 24
12098 71139 6
1063 81209 29
5002 42402 93
44708 92473 28
47608 86806 68
20323 83517 80
1755 86196 42
32150 87627 40
2972 86375 67
1073 89448 76
34761 83158 13
13529 66708 60
3993 55144 97
46755 84674 27
9338 89381 75
8576 39184 52
8366 70919 82
21306 52079 16
36722 73717 90
8451 52303 95
44425 75357 81
34345 86700 51
38648 78928 75
12249 75011 71
37414 81623 49
45804 76087 62
5296 88350 25
8250 65920 9
22032 84188 53
26094 58515 17
39580 85349 30
10217 68159 78
34282 76801 58
6797 50420 3
8072 70890 6
1599 84386 11
2074 69697 12
21980 86880 48
38576 74860 82
32424 73955 96
21319 77168 77
11689 72114 7
417 84187 3
3199 53629 62
19805 91713 36
60910 91283 32
21822 58130 23
13809 66992 24
2149 74140 40
21284 83621 79
21625 59161 12
1394 51797 25
8189 55722 90
6380 87024 71
3180 77500 79
38682 88516 43
26164 72014 83
12888 59214 71
24306 54502 82
3 36751 47
38434 90782 62
20381 59899 58
20913 91462 28
28539 76738 15
35688 71661 99
34482 82010 26
14668 58118 89
17190 89802 89
35256 77197 84
4310 79340 26
12533 59303 5
52981 84657 53
49904 87944 59
3372 35116 12
8207 64355 45
880 85455 10
52982 85965 35
23970 76146 82
35784 68472 18
45527 89180 81
16602 69610 46
54166 85456 83
5249 81836 34
25988 58734 84
26474 57076 35
26061 83957 45
20727 71575 65
23286 80547 19
53649 85014 98
2507 88497 76
6834 38815 12
60274 90561 27
24430 85156 0
13102 85556 83
21424 55067 11
22002 67620 98
8764 63100 48
32198 63169 50
40446 75802 70
41971 90401 30
12013 76957 75
18845 78358 63
39208 79902 53
4964 83802 26
8835 88316 87
30768 66110 98
29600 76517 76
858 47959 90
12509 59256 13
8712 86977 78
6965 55404 96
6333 69505 69
40529 76435 62
26794 85968 16
28422 92325 19
12141 57190 9
6651 37268 17
9312 68805 62
9569 50427 14
36425 68838 15
1665 69084 47
4483 78314 28
1550 93064 31
3298 85866 31
569 46214 29
35143 73340 23
39465 92696 54
3272 66449 51
5667 79030 34
5654 49110 54
9360 43676 82
13218 67193 58
30918 77672 29
4225 55540 78
30825 85846 35
33774 73656 14
8256 88701 38
42593 82694 60
19681 51371 8
38807 72565 4
25956 68289 39
3608 40400 0
50658 81526 98
52554 91432 27
30286 77902 100
6870 43581 99
35768 71176 60
60550 91875 81
21987 78061 48
5673 87661 74
27429 84096 55
10545 70025 17
2645 53154 74
8839 45059 83
34221 83281 5
3105 57824 70
46331 78642 46
40781 81089 89
36660 73457 19
9412 83872 83
1773 70197 33
19739 65111 74
29620 69051 59
31946 74696 47
22629 78744 97
40609 80029 79
12347 90752 69
27180 74861 68
3197 60645 72
17949 78823 93
18013 49966 7
39865 76048 22
36655 74682 4
2861 33624 24
27471 68690 55
25520 60158 28
1404 31727 66
36641 78805 78
6559 81377 63
27790 61692 68
8737 91030 97
5024 64959 100
42399 80266 11
18490 82631 42
9403 59142 51
56983 91103 87
11372 61374 39
20926 81173 50
2875 54939 51
9070 77391 55
37127 82553 90
25004 55584 96
13349 86203 27
17730 51468 5
6453 72189 76
9935 51728 3
29075 78468 20
29206 80326 6
16789 58235 89
33135 80150 61
49843 79981 43
33346 91799 62
39270 82077 63
32652 73734 84
10345 41387 54
17154 70254 17
23562 58592 84
26802 65194 44
23088 56324 20
8681 49114 6
49988 87885 76
22477 59492 17
2265 43524 12
53096 83110 50
33757 81602 39
11911 55385 85
1725 70538 95
3415 45034 85
20420 67541 13
13894 74175 55
168 77077 27
31759 73989 83
2528 53358 28
33287 64683 98
16119 74454 92
5713 70305 2
40516 81609 7
2811 53846 62
11779 79198 47
19832 85102 10
6711 45800 86
38447 88203 88
28999 71786 61
2466 75985 54
31714 71611 6
20605 68080 9
10295 63227 13
3675 84554 92
35965 69056 75
8777 75987 91
21689 85563 69
8942 45506 86
18256 70639 83
11205 86419 28
17367 91146 8
17153 54974 23
6454 48873 51
35454 68195 81
2701 64597 87
3728 53425 82
14748 60037 100
4376 56156 30
3428 36153 79
12699 72911 17
19073 66868 24
7707 88985 4
28169 87427 53
24026 65460 94
10607 61931 75
11782 42702 27
9116 65868 42
35709 72414 66
5305 71673 75
4482 83996 33
34835 78857 29
18142 63306 88
47691 82733 50
9383 64141 74
3321 69142 89
11628 92595 53
28312 60271 83
11163 74459 46
19828 68956 80
36311 90881 34
39934 78955 85
43090 77557 97
1586 84494 18
35681 90818 99
32773 89872 96
15627 69239 74
15121 71949 57
18616 56311 30
36363 81167 54
29476 71413 49
11013 75492 32
2505 43721 100
29286 65164 17
51735 91708 90
13957 74683 71
19254 81589 87
23768 79750 43
8842 65666 54
33080 82084 83
15355 69177 23
9570 82046 36
334 54702 54
22807 68780 46
5510 90311 92
9191 75304 47
15970 80017 11
36904 86804 22
30642 64604 58
2878 33371 30
21564 57463 35
14949 65320 36
47406 84953 59
9986 56176 83
23381 92549 32
5202 82030 15
17006 58706 95
33043 85897 86
26706 62661 44
18131 78255 7
29302 91011 69
15504 51366 10
1343 60209 41
27171 66836 99
18671 80644 35
18644 74805 2
6143 61789 35
10480 60721 17
38450 91696 61
4530 61279 95
58849 91495 4
36286 74252 16
1728 56343 35
43358 73435 15
150 64525 91
14035 58452 90
27951 71139 21
29833 68243 26
31746 78037 75
10652 66649 50
8188 50146 67
12734 73598 55
11297 81421 1
35312 72465 41
8218 72520 18
10710 89214 46
54168 89860 14
34167 77765 42
18058 59183 97
26992 57615 61
13948 45979 20
32400 67116 42
2079 61897 44
11700 60253 40
16852 86506 35
8730 63322 10
106 41559 12
9889 88343 8
4570 82153 57
9941 76231 38
25109 83191 80
22166 72628 77
31192 88043 17
38142 85361 53
42622 89664 58
3890 37929 44
31697 88917 10
51242 81541 69
25139 55858 19
55871 89137 5
51469 90569 85
15727 57245 49
13655 63082 86
22985 92820 89
36414 86492 19
32780 68500 4
18727 56845 89
21140 52899 91
2859 60633 13
21513 52563 26
15275 83307 96
59154 93350 41
50764 85845 6
34055 92513 50
1323 86494 27
32358 90075 49
42898 73920 47
5447 62084 46
18437 64673 41
2174 55139 16
32738 67319 84
18605 66999 18
56209 88099 63
40457 83674 49
4938 91890 2
1187 61388 21
22314 55992 33
40963 85668 5
2254 88791 22
12333 72479 5
31620 89313 48
54276 91085 1
3339 67531 89
19945 68068 62
26402 82326 12
26674 83629 43
38006 93276 20
40559 74198 5
16378 62660 52
23977 61622 68
41400 79135 92
20 74348 2
38449 87981 38
28996 73769 100
4001 68705 92
751 58734 78
23688 58434 66
33455 71774 57
1280 59089 72
55534 90261 89
20996 80870 43
2447 66532 50
18289 55791 69
20928 60644 40
45869 79500 91
26261 73460 15
44087 85780 97
13845 59453 81
29251 81867 23
47222 86866 85
10706 71498 95
15107 90915 68
49929 86447 78
30980 91709 13
6622 90594 66
9768 71986 46
18294 51057 62
1026 45582 32
31022 68942 75
7448 81160 32
34876 74048 75
20607 84464 70
15841 50617 22
17412 92064 84
46765 82501 62
19749 81273 97
48294 82387 15
42965 77755 13
11726 42756 15
41148 76514 65
49162 88455 79
27533 58703 40
9155 72710 46
2602 77500 53
21008 59343 8
47951 90833 65
7267 37718 78
49243 89360 80
37614 72306 100
21736 86828 91
40324 77369 22
2022 48359 45
29319 60816 55
10592 74630 36
33777 75125 66
27587 88750 55
52733 86856 46
43202 88761 77
41169 72776 31
8136 61168 98
3680 42323 17
225 43677 96
1128 65101 26
4471 79700 2
4399 86682 29
34315 92085 57
9147 48868 47
23588 91007 55
55432 89826 2
39470 83255 23
39366 85003 92
28863 82840 35
34650 92955 56
27641 82029 18
58837 90711 71
1678 32377 74
21845 92264 93
888 65691 27
9851 60673 20
5694 86955 30
32618 84997 68
8285 69124 53
7856 52781 33
48583 83679 24
21114 61373 3
17600 58421 45
12003 74614 69
45299 78407 11
427 79046 62
37942 79026 63
6856 76399 56
5756 66778 23
6988 67733 41
18377 85623 1
47495 87848 17
22465 61583 2
1375 36667 42
7937 85452 82
1764 39442 38
30022 62516 21
6086 90000 6
41279 75336 62
5403 75688 61
26549 89026 64
31992 75575 85
48277 86130 19
46664 86887 83
69 43632 18
39178 70928 23
15218 62840 96
26153 91400 41
14086 59986 49
18154 67965 18
33500 92182 96
15484 88387 32
3407 73451 79
13199 45621 12
825 73195 61
20511 66879 68
35080 76171 65
30518 89861 91
9210 66702 2
37727 83556 25
10621 58386 34
41167 81332 70
6438 84062 81
26942 59324 22
19014 78326 22
15168 92169 43
13234 49862 82
3331 78228 67
50899 90840 80
11256 62783 60
22201 74967 99
6442 49055 63
50063 89831 34
18539 86106 69
19557 67195 85
9798 86301 33
5885 90240 3
15182 47874 13
24665 74729 24
7986 39013 17
37001 93039 64
39977 86315 57
24849 83303 67
8363 86168 27
34474 65774 52
18865 63962 33
7828 39646 52
18496 74124 54
2912 39032 42
9003 70789 38
1877 53325 53
12539 56502 91
29187 76389 26
22482 93179 6
9056 86008 61
41525 77479 29
8180 56972 23
776 91581 7
16148 85982 19
19718 49847 15
40789 89740 91
19020 62559 0
51093 86786 36
12373 50683 73
15968 62374 1
29359 76042 93
26286 76473 31
17750 86818 11
1411 89073 52
955 71514 2
60071 93384 81
22467 53703 21
20631 70518 38
19543 59495 41
10080 73889 88
40375 86442 61
28664 88011 52
18779 91241 50
11025 60326 77
3929 78461 49
9957 57043 78
31771 74327 85
29570 63554 26
9673 71190 11
16429 66215 74
4283 40157 98
9856 54960 12
46228 84940 41
41358 81333 66
9907 74361 83
27892 63038 28
11180 79962 8
31962 72855 19
6794 62282 48
6524 50873 27
3375 53219 1
14982 66138 70
3454 76557 31
19060 59331 6
4684 58355 58
11869 87392 20
29234 93029 95
18865 53326 7
2775 32834 2
