100000 100000
18072 72484 20
16791 85656 14
3784 68028 35
5404 89632 32
16643 71948 74
8223 83344 22
2401 71969 79
4277 73405 73
10721 75252 81
3193 64415 48
7772 82769 64
40631 92333 83
7648 82317 50
12336 80729 47
10496 85168 98
2376 86649 12
19486 96609 39
26181 96480 21
5920 99286 83
4262 74455 67
18577 97913 94
5912 83614 11
13328 84237 62
3104 58128 19
22864 95952 37
25304 96729 56
9340 91756 57
38433 97992 32
31360 87485 66
10337 62272 65
33915 95150 36
4590 97521 25
26558 81102 49
13873 93281 3
35114 97105 44
34554 92160 0
11481 71802 71
33472 86406 76
13689 66240 71
39392 89833 61
35084 94593 0
22849 94266 49
18672 72254 55
40832 97410 68
15466 97525 45
14145 84140 75
42176 97964 35
203 52804 90
10608 82635 87
1306 84632 93
18430 99730 21
1990 91345 38
10595 72085 47
19154 97604 35
672 59008 23
1921 76285 54
40449 98481 14
13985 77087 76
30945 86358 70
5195 95023 83
2400 66054 19
2387 60518 90
32129 95617 33
8112 87600 51
35101 95769 62
5937 68206 90
40656 95928 57
18056 96928 92
13232 65985 18
21778 99465 16
43364 99197 53
3637 61281 15
23553 79376 39
19113 93042 5
18305 90056 86
15392 76688 5
32323 97195 91
13032 70144 20
8545 74320 82
504 80045 23
38624 96913 69
23208 82561 64
12443 74011 3
10024 76697 89
631 75198 73
24337 88769 14
34249 84449 95
2625 87764 41
9224 75904 3
394 60486 13
33262 98737 79
13799 76353 35
9349 94872 84
30654 86338 52
1448 92825 96
8917 86256 76
31745 93834 100
18120 85461 19
12074 77659 85
16743 96432 18
24109 93058 68
15720 79009 56
9424 76560 42
19423 69702 97
3127 97443 2
4768 73529 97
3964 63186 30
9426 81000 38
20191 81424 79
23421 87724 71
30345 84541 17
23457 93499 45
6049 74523 23
23297 80520 8
8493 80608 87
22348 89575 96
7477 85490 32
7280 78368 10
256 62281 16
27785 99232 58
1640 66479 59
20937 83189 98
21144 91397 64
3577 77088 86
15378 85278 61
21542 90961 1
1024 92464 98
9658 85973 18
27648 97230 55
4233 66862 69
30741 81936 55
1425 98880 21
31392 95637 50
2769 91672 21
25929 93473 84
2768 95313 39
42168 96630 75
10661 97741 26
25683 85292 6
39344 89408 16
30963 82781 71
1902 53504 93
16841 79899 56
1 53369 48
27912 94983 76
5073 75664 67
12953 67273 54
8705 99009 19
2472 96325 81
29393 91050 1
30787 99152 67
6240 75653 17
10635 98404 74
21028 84812 80
32336 95640 57
14798 80520 72
5473 66263 93
19029 72632 77
3680 64640 84
3744 82928 56
33323 91744 100
6944 83437 32
2221 66014 57
8346 72768 37
5010 79106 29
1 60284 10
21497 76774 9
2309 62105 73
18033 85683 18
34377 87098 8
23503 84163 84
30784 81132 91
28528 83159 56
13448 66848 8
11713 64673 99
19968 70689 19
8768 70180 42
38070 90384 38
11229 62873 41
15820 82909 3
9492 93872 44
22240 81616 25
23940 91889 5
38945 89536 83
15798 92033 51
8349 96897 30
1249 80103 57
24086 79280 77
4641 55707 51
31077 95541 6
6472 59601 45
17584 96928 93
27468 80512 62
40104 96697 78
17214 77423 54
6604 81964 99
3785 58584 92
32560 84267 25
9854 75474 6
11975 76847 79
32048 99079 2
22166 87524 88
12127 65987 65
15577 89128 83
40961 96157 82
20342 72489 72
4333 93266 72
15568 67905 47
3862 56551 27
16353 76162 29
1280 57586 29
44358 98244 26
30056 85188 53
8304 68410 80
832 66485 12
3952 65267 38
6296 73178 55
38369 99292 26
23378 89793 4
28230 85001 84
3217 68029 52
8313 96727 50
29465 98368 54
12417 98625 11
9281 98452 86
29152 95573 30
4156 61024 60
5088 60987 85
31463 83092 79
23748 85545 21
9664 62075 53
3614 72495 28
36344 94488 34
7472 96776 50
16809 79984 96
15510 91081 33
17405 67775 19
6047 82401 58
30047 84961 55
13201 91158 91
3208 94277 49
11140 94183 90
8 92053 52
27681 81059 69
25728 77550 55
7907 99393 9
7933 88193 94
12636 71209 74
17445 80504 92
18168 69953 40
21686 78144 4
10283 71073 40
12481 80170 12
21873 85260 53
7745 95664 7
15029 78384 92
7808 69529 94
4364 59961 75
24280 96318 76
17248 80619 17
6881 96734 76
32961 83173 80
9652 71670 90
21632 72092 71
11188 78817 93
5929 60973 18
21547 95873 25
4080 87934 36
24104 92833 86
30027 92109 76
38184 88559 86
18944 82120 29
36001 91163 70
7772 57797 28
44346 97462 6
2410 72600 67
31216 93536 86
2905 73895 1
16328 88226 38
796 99319 45
1408 73315 86
7455 73921 36
4921 62496 67
18585 70300 97
6016 97136 64
11379 61781 91
913 81468 9
4437 92960 82
6864 77837 37
9167 59356 33
30889 83024 1
1792 66812 69
19201 72736 83
27840 83545 28
12549 74545 1
32813 82881 41
331 57761 36
12885 90653 66
8649 59047 12
17416 73573 50
5929 69185 99
40359 93249 2
11607 97032 17
8280 85244 89
9377 62446 60
37200 87769 100
17030 88439 13
2558 58912 46
16136 68014 55
10464 69944 48
15104 77681 18
26701 81383 94
8969 86820 45
11541 70881 81
40490 95764 82
27024 78464 0
18707 98215 19
34281 87825 90
41592 98967 98
14082 84701 67
11552 91552 24
8458 67567 64
22035 88096 30
7500 58637 54
20510 81923 23
26429 78980 89
21414 87333 32
2937 92981 5
12832 66913 64
39201 99200 49
22529 93008 88
8401 69596 52
15522 93761 80
29623 99468 77
23793 97984 27
12001 75360 30
18405 92593 61
5221 90350 53
977 89887 1
4768 92304 80
36277 90585 91
21249 90880 42
19285 89422 65
2640 96484 35
30573 82358 67
19744 71328 91
19791 94363 97
3424 70907 0
3216 82113 4
7274 58886 73
13107 69065 37
14290 92880 43
9104 69863 40
21760 91860 37
23513 97319 20
17617 92345 66
7963 66224 88
23549 90637 40
2624 55144 97
15040 98253 34
13900 71369 72
2736 81969 33
25808 94228 51
21897 75496 2
13696 98637 90
25834 78959 59
3127 85893 84
30049 98989 91
3665 61025 89
11132 81766 99
5045 71248 25
12263 92224 68
1762 71107 12
43917 93929 87
49368 99995 82
382 91697 18
2870 58279 52
1528 69381 58
8038 74225 52
4094 88188 27
43219 94561 18
25562 79034 61
2159 66124 46
9033 91128 49
5953 75361 46
11136 87227 16
25184 82465 71
40768 91148 78
11005 72614 49
16928 85888 28
644 73880 47
8433 97016 36
25121 82575 13
1024 73503 89
17025 92387 87
27864 86861 81
11753 82057 23
342 52672 93
10652 61177 6
6929 59929 76
23060 76873 22
10414 94688 77
32758 90864 15
7166 61224 10
36194 87617 56
23425 96636 34
28288 89251 10
25375 85505 15
20029 89998 70
15074 99320 45
2776 90737 38
25322 75664 23
21885 93497 70
39457 89840 46
26867 77529 3
1481 88742 88
27890 92668 83
6278 81290 96
25516 85385 53
47104 98818 83
3057 90081 42
28565 91025 2
39519 98501 18
4773 57589 86
33825 92003 19
12737 88616 29
36000 86325 31
9210 76335 65
26807 88098 88
19795 71066 97
2065 56433 39
6880 84097 43
32416 99281 28
6263 78281 59
29056 92752 65
32249 87033 28
1128 62728 32
2983 55245 93
30913 97111 99
11384 94021 24
3505 66880 24
22800 73236 77
22654 87190 37
20610 89317 29
3361 98784 33
26576 80066 51
13860 76748 77
28526 90637 93
10479 96513 5
26976 87971 89
26704 79883 85
25325 99551 23
5896 59787 19
4576 79217 34
28709 87776 56
24362 90392 34
9173 83536 35
20672 90174 41
14560 97921 71
3253 81922 88
14475 85377 47
30807 83937 84
13663 64053 65
20395 94405 49
43836 94544 44
7996 82016 28
16769 73664 28
729 87931 81
25494 79421 38
14280 70452 73
13569 89988 18
10280 76643 67
23387 99601 49
12853 88155 35
13280 76027 31
536 73120 40
7424 73812 96
35761 96792 89
12841 80593 58
21364 73176 49
14769 95218 98
2520 66449 11
20326 98169 73
576 95969 80
4674 62083 43
417 71737 34
10052 87232 34
8546 65142 20
10624 81217 6
2010 89732 39
6049 68544 82
19190 93573 64
10082 74400 31
13312 80096 39
12183 82129 93
5286 80271 31
3884 82686 69
3914 76765 3
5184 85653 95
13345 97761 38
33176 84240 96
25999 88324 19
12032 81561 97
26376 83104 46
14661 96481 90
15301 77316 7
36864 95344 51
14805 77057 34
24439 83185 90
12749 85440 26
3796 89240 49
21081 77595 86
33856 86645 77
18518 82113 74
20837 73120 5
13488 74496 73
4809 57737 49
17809 76565 68
13436 68588 45
24299 83814 28
20128 98045 87
4629 77976 13
12345 83457 54
36119 88420 27
5484 75978 6
28681 89851 96
24258 92624 22
20961 96333 38
14665 71621 62
25320 99329 37
26005 82697 48
1241 77084 63
28944 84659 17
25184 96620 40
3952 62229 56
15685 65918 55
24200 90208 74
2860 60525 73
11520 85972 76
1316 62209 65
5040 93776 6
28793 89821 68
25384 84929 25
15764 81585 26
7533 61112 51
6275 99804 92
17731 93888 67
35585 87378 29
16198 72839 43
38514 98408 42
432 99929 1
25145 83288 35
10241 97964 30
15377 98459 55
13004 95854 8
44276 95840 12
20724 86945 32
14142 83504 74
28545 84905 50
27072 92572 94
42610 93217 20
11688 86177 37
11544 93026 64
8640 61857 35
6181 77325 73
5911 73425 70
2815 93643 59
27648 78557 43
14249 90249 99
45780 96585 12
21088 91645 64
318 75597 34
3301 81750 60
21045 87937 72
24871 87057 50
15544 77856 96
11601 64638 1
12249 62985 46
10720 99056 94
33281 99521 65
26212 78897 12
40620 99127 75
42833 99925 6
1816 69469 69
21115 76053 58
9414 66185 76
17825 89832 69
23609 97068 88
21226 94256 46
5040 93375 75
26372 88737 3
44871 96025 90
14935 79207 25
23105 82863 67
4013 96544 71
12704 73463 7
44797 97240 59
10208 93885 50
4221 81565 98
37878 93137 12
43069 99128 10
1128 82829 64
14945 76995 32
20305 91719 83
18993 73504 38
8333 93458 59
13085 88031 95
22704 77611 83
19059 99329 26
34981 98193 85
3712 97121 70
3073 75503 67
32683 83328 0
25228 83402 8
1334 92780 76
36981 88257 78
26871 88064 81
19260 72779 2
4944 76269 28
15826 69264 94
10514 98174 45
25885 82817 22
27746 98737 41
11345 65437 5
21954 71962 34
8672 90028 8
8529 75966 45
6472 59937 48
17841 77257 13
21448 75010 17
7777 59892 75
44033 99481 36
17915 82864 49
5388 80733 96
17056 94496 69
17737 67925 5
6912 70797 27
8441 96545 33
5663 96256 44
35382 94241 5
43168 96378 13
13745 92593 17
13198 67265 66
22999 80951 81
28302 96891 91
12378 85889 67
18745 95660 99
41968 96817 5
4471 60672 67
18416 77785 53
2335 59213 40
17153 69792 23
18548 87853 78
10656 94145 40
33504 93505 38
3409 74657 34
12576 64579 3
29072 83616 96
35297 86152 74
14999 82024 69
28252 98401 92
6810 57377 50
3376 77463 10
38708 89128 3
27752 83745 84
17188 85776 37
2581 64367 50
34147 87604 35
6403 70464 56
22049 78632 8
6785 86757 40
18664 96713 11
21659 79904 57
6684 62400 65
10744 74953 100
1384 86226 42
20981 76341 70
2733 81816 37
5693 86077 28
20660 91280 47
2724 65632 53
26225 89776 81
20037 83679 42
23893 82610 95
11244 78851 35
3292 76565 98
6224 66717 22
17061 90848 72
5065 87786 46
2421 63305 28
18681 88640 11
16212 89420 27
28 51825 48
20737 72860 66
10903 78576 14
384 81905 9
5621 59076 39
34016 97660 16
16005 98629 86
12097 73700 67
10698 62793 59
14505 91792 47
11816 87367 87
5491 74080 42
29405 89313 6
4284 73885 70
3129 83584 90
3752 82096 60
5575 91340 20
30305 96670 75
28490 84790 62
15895 71527 72
14004 96561 88
24591 91761 97
40956 92417 92
29512 92177 91
26953 97642 53
28905 82881 18
1889 72325 89
32313 95617 96
4064 73592 64
5809 69201 38
5985 63137 47
9816 87713 34
14109 96855 7
12237 65109 55
4717 94456 45
13761 71353 24
32936 87712 31
2345 87434 80
31017 98032 90
2157 63912 27
596 86671 88
6076 71480 76
1520 97750 71
32981 94597 62
16865 85248 28
18592 90129 9
19489 78640 9
26277 91290 75
16104 67437 78
10001 96130 97
29633 89113 48
18848 78416 18
15968 66597 33
11424 78529 42
4953 77213 43
25916 82468 3
7001 66295 3
14577 87137 69
7544 78258 70
36081 99070 76
10313 65656 69
8257 97761 71
27332 84929 14
26234 94584 10
19306 71961 82
2944 64561 8
2562 93472 59
2512 54017 84
33256 89424 43
35349 97772 9
24240 83461 7
25249 79276 11
32236 96320 49
8352 59497 41
10371 86196 73
21187 76840 18
35503 97568 92
8226 80257 38
32385 95648 58
38920 97521 0
6839 84336 33
17368 68525 37
17312 73676 39
33440 92513 70
23296 75688 1
1153 66008 83
37761 96358 69
11165 97429 54
4203 54968 41
43824 99797 73
820 83182 23
24808 91932 94
14849 72509 52
19786 72472 46
9413 97784 89
28912 90784 43
16465 76857 69
9355 82917 25
13889 78589 43
2384 90008 26
14828 66018 82
26626 90783 58
18209 83847 77
4673 94670 89
15304 89025 62
18883 72956 49
37364 92786 6
23257 83192 64
45880 98231 48
8585 61315 71
77 94457 66
11796 64968 22
27696 89573 64
36848 94335 40
17237 95017 24
7712 79267 5
18197 79325 17
6466 82047 24
8647 60937 45
7968 69702 77
11737 88638 42
15283 73836 51
13430 80745 19
3329 71448 72
23236 97281 68
5400 72748 20
8935 69551 0
41355 94897 53
1248 63760 55
1641 95752 12
16065 68640 34
20036 85313 28
3953 66752 17
21319 74760 1
22691 84592 80
2083 76512 72
12592 82624 6
22324 86637 20
23471 88649 83
3748 56693 28
47350 97649 78
7844 95221 99
15132 71042 45
17587 97459 23
14017 86461 25
9095 86809 30
26418 82158 14
3030 53149 35
5252 63661 29
33793 86674 95
5718 86345 50
7035 68567 86
30721 93068 74
276 97757 76
22538 96993 85
46353 97998 0
36135 92496 94
25537 83049 90
37778 98097 74
1285 87770 23
4607 89340 83
38648 99408 58
3544 56459 68
932 71921 79
77 76289 40
29220 93921 59
10985 69695 100
12092 62960 2
25843 99729 4
3022 61349 94
47131 98602 73
19833 78673 90
2575 85096 93
20237 73673 29
11212 78133 29
5327 80557 92
12752 78368 41
12868 72492 56
39968 99529 28
9268 79661 61
33108 96629 86
47824 98200 22
2697 96964 48
49 83263 27
3137 80509 16
11161 79202 3
18485 70176 11
30716 99532 49
23756 80101 47
22497 74954 31
41706 96975 72
14628 92196 88
2355 85809 23
21514 94128 91
17647 91603 49
15104 71280 70
5863 57016 93
15073 76989 12
3201 65600 37
31120 85521 97
36672 89971 34
23201 87341 14
3948 83959 12
5925 82881 46
332 64225 44
2996 70663 11
20713 72441 66
7145 83445 25
12081 72598 48
15237 76273 25
3072 53141 94
273 71393 39
146 88129 1
23580 83639 66
42817 94258 89
16065 66673 81
13617 88232 54
720 78797 22
16847 78145 81
22924 77162 9
15331 78489 39
6433 99617 51
26881 98504 56
10609 84851 78
7944 77537 64
23297 89809 46
27017 82807 42
5733 58921 100
1824 78209 92
44320 97090 69
24424 83712 63
40241 94785 85
38614 95769 38
16382 78544 6
32714 84849 10
20182 73004 62
14944 73672 6
4160 57360 64
17532 90544 10
11596 74592 59
23273 96185 83
25737 95313 97
1684 71393 100
8045 65470 46
18146 77217 3
12393 70616 89
24161 75704 15
38845 94841 98
18816 83713 47
13729 72787 77
21449 78773 67
5852 88392 64
20717 78526 86
10354 84237 49
5121 75793 95
39081 90406 8
712 89402 100
4342 58960 32
17271 77424 96
18531 93220 81
29086 83265 91
11008 81421 52
18171 70688 96
11959 77665 44
6322 70121 61
7816 69147 29
23481 81080 54
7624 63801 37
32047 93504 28
10621 81009 85
8321 99988 18
1471 58169 42
35872 94177 55
21477 71970 96
26760 79024 80
14057 80872 92
18785 98195 63
15442 77560 34
19776 74522 99
5926 57900 55
39313 98112 9
31841 98729 47
14166 97759 61
44286 98598 21
19579 91076 8
8256 75292 59
26560 90952 4
1569 58860 92
10147 77191 10
13856 73791 58
15272 82297 94
24755 90771 37
10483 81680 23
7623 79604 99
9185 96446 73
34848 93464 38
9366 97312 71
8645 97874 61
13664 96716 24
16811 93776 54
30712 91425 37
12905 88849 49
8497 58561 59
7041 68496 63
27501 93720 56
3525 83990 41
4800 94810 66
417 95005 41
31613 94534 29
39353 99937 6
31302 86246 33
4457 94560 10
1888 79432 97
18412 76077 54
3545 77312 7
6930 98305 48
23185 84304 79
23081 85453 93
23029 97236 5
42712 96785 56
30350 88956 81
10529 72381 11
14802 99987 81
16488 85551 96
3744 61712 9
25107 92909 31
21216 97252 66
13173 91905 0
16775 98465 90
20792 73603 10
6568 89331 81
11968 69484 39
4645 89719 97
38784 94550 70
28960 97217 65
24320 80601 19
1617 65666 29
16512 71640 88
29176 84056 36
12943 71105 10
8476 72272 24
12705 73697 49
44564 96321 73
33711 97528 10
30251 99210 19
31849 82344 56
36224 87633 77
14977 70008 76
14424 96023 19
601 56602 32
34278 93097 26
14208 86400 93
12833 64841 81
8733 81728 62
24393 80249 17
3300 81373 83
3839 57722 58
8065 76632 81
8224 95041 100
19205 97153 52
18728 92336 98
4680 58433 2
20609 89101 25
24038 81730 84
17068 68304 90
4032 62633 83
20593 87412 75
2208 77849 81
7679 80332 59
21035 89273 36
19487 88784 82
16075 88296 50
33360 96416 49
10848 97561 83
44721 96464 26
18620 70986 42
27041 86853 36
15780 85169 97
19152 90348 71
26694 88901 96
5504 95376 23
20880 91232 88
19425 79060 20
3793 87582 100
12425 62599 82
18222 69376 30
34511 89145 31
44 57281 42
18952 91240 72
7985 88979 9
4304 65341 32
6752 98694 56
609 57480 4
2945 77056 54
19472 84471 7
27825 85161 61
23601 96457 77
21059 94578 90
32667 89793 60
2676 80416 12
15145 93683 41
30442 98112 91
1620 82985 99
529 63984 62
7213 81189 4
2954 79541 47
6594 74372 38
28866 82180 6
7496 88217 75
27258 77412 43
11576 81143 1
6571 66409 68
705 77438 57
16080 81753 26
28259 78545 77
14261 70797 31
33249 90996 5
14279 97305 75
27128 88400 4
8528 80144 6
19184 88544 37
8776 68673 70
37422 95685 89
8035 62108 16
10203 72555 3
8082 89185 37
1280 59600 58
26945 89316 13
28155 88336 91
20321 79433 59
23171 88381 9
10504 69417 71
9860 80580 2
36871 88648 46
6849 70773 94
5281 93494 96
11218 95639 24
6477 93984 53
675 62616 59
4032 82480 65
42245 92720 83
10209 73143 9
14364 80224 85
6875 86944 82
26858 88694 79
35384 99017 24
5411 94839 92
40112 99032 82
7621 78216 2
23084 90003 69
39857 95638 53
9449 81056 96
19040 84928 90
11684 74496 22
26081 80250 36
16273 98601 17
5396 62880 36
12225 99061 76
30569 91326 88
40476 94081 35
17125 70732 35
1904 99689 81
37814 97276 15
10585 85361 55
3774 68096 23
29080 84761 59
15873 94115 19
42272 98768 0
19411 76088 88
11997 96144 60
13793 88481 22
10637 85856 67
5809 80313 20
8913 60723 77
37692 95616 64
20981 76928 85
25664 80880 67
19168 69748 37
3257 73462 58
10588 95392 73
7616 62873 22
12261 77741 76
39654 99645 46
27553 94292 29
36142 95360 69
15113 84772 58
10592 63753 33
14936 71540 19
6136 79161 1
2017 91244 33
19681 84080 14
1672 63874 78
19836 82128 81
3583 64133 68
7880 98657 34
3392 97249 21
6379 99021 21
7616 91340 61
36920 98312 9
32154 93729 52
8165 79777 22
23325 93821 24
21388 74266 63
10952 96501 87
11472 84495 63
7857 61376 2
36509 91333 72
17327 78224 91
4276 77558 14
14193 91200 37
24320 95063 52
26969 94056 39
6069 93922 44
9089 62408 98
11381 90129 53
23137 75588 88
25705 91808 38
22664 79938 82
32801 90991 9
28752 89556 69
34256 92988 93
36101 91981 41
1728 90625 52
12152 66629 25
5265 86536 88
19440 80322 46
6194 96449 36
44209 99118 59
39437 90200 14
16208 78442 11
1185 63128 30
12204 90700 22
46560 97942 86
3867 64569 33
37304 89808 10
36742 86776 93
32665 92008 92
29089 97248 53
7864 74672 17
22974 86065 26
28193 92620 72
15536 72195 74
45130 97476 58
17184 93564 67
5249 68563 100
13008 98721 42
11703 68864 83
1688 79345 61
905 60986 49
23788 83408 74
38360 94421 71
21870 95651 56
19612 77280 8
11839 84145 62
36257 98681 1
13834 71229 16
17372 87802 26
38830 90273 79
17765 77248 25
21989 90544 97
14593 89896 8
2381 87377 71
10377 77011 44
12611 77676 31
6181 63567 100
1897 91219 13
2336 93652 5
4800 79307 31
30976 84065 7
16556 87682 76
7536 97999 55
4484 75761 11
3931 54092 99
24960 83440 36
16855 88689 46
3520 79052 43
5529 95445 74
12752 67136 100
12993 98921 62
2417 78166 32
7532 68853 40
9868 64912 44
32424 93624 87
365 71689 86
22392 88601 58
25647 93399 59
11312 83475 89
2524 60684 83
37673 95784 26
10081 96550 77
34169 90281 94
17081 98765 88
33936 92891 44
5253 91270 20
28373 93509 100
15245 73434 60
12829 75272 18
6076 79329 51
24456 94272 21
23128 99741 99
25985 78317 76
3529 81385 71
5097 83793 17
1597 98960 1
38969 91023 11
15041 78817 24
6896 97656 23
18433 85969 29
6636 60104 92
6315 61730 81
28352 78913 40
20131 99832 0
3463 93716 70
35400 94411 4
11664 93853 87
8057 59332 48
7644 93911 96
9395 82816 22
16277 88983 74
2753 63287 5
25487 96140 91
35073 96794 82
793 85912 62
745 51912 39
9024 69140 24
38400 98304 60
3659 97917 11
16321 69195 4
23829 90088 54
1031 79429 58
22260 85579 96
4736 58080 3
25084 92947 52
18879 72464 66
20538 90649 1
771 71717 36
746 86496 36
9886 94345 77
33760 87279 36
8892 73840 90
8392 59609 4
18293 93016 0
6764 79519 64
7332 99686 92
16261 76393 10
18500 73423 28
3353 69228 35
798 64752 54
16666 68017 90
16297 88753 34
28901 85275 71
20119 90305 62
36873 90120 100
31585 98560 23
1344 69644 71
3149 93625 59
23 51273 82
26842 96256 86
38464 96068 67
22071 99832 79
29393 97475 63
15864 81904 68
14866 79601 32
8891 78026 78
31840 82841 59
5751 94595 68
13107 84779 39
42102 97984 21
1633 85460 79
15560 92757 89
9557 94417 67
5657 62337 9
38574 95200 6
4560 78907 6
28306 81220 74
7130 95221 10
19576 98462 31
12777 64053 96
20599 85880 51
13393 67046 11
6357 98180 36
17537 73313 31
41668 95052 62
23432 75717 66
29385 79776 51
12916 84897 34
16180 67628 61
5969 76721 69
40005 95088 99
2080 61892 62
27648 92246 29
5072 67529 87
44281 95512 95
4389 63937 15
305 89328 5
21109 93392 86
16256 70021 70
6385 89378 46
19646 73737 50
15764 83418 6
6188 66657 99
11201 94290 49
8545 83600 0
23393 83332 56
24768 89661 72
39645 95617 2
26399 98169 37
3240 88577 16
11872 65465 49
2038 57985 36
14013 65019 83
27857 87418 72
32813 98188 36
25832 83785 91
11024 89359 84
4073 98676 93
15401 88904 87
41249 99004 20
4699 82257 44
32611 88468 18
12288 99072 77
28193 95156 29
26204 84797 47
10897 65123 86
10048 89089 39
10627 72572 62
15553 95197 77
17357 97332 40
30176 89688 41
11137 61188 12
26304 83961 52
42909 98341 22
24537 91905 35
25270 80376 19
664 87442 45
14833 99760 44
14397 85009 100
6616 61581 56
46522 97468 99
28181 78763 3
6853 76440 72
7556 73896 85
30336 84370 52
21271 97469 89
8624 96521 17
6505 90208 99
10225 94424 7
4793 68322 44
7041 82776 17
9242 92759 40
46071 99752 36
10753 75680 33
37443 99397 60
7743 70241 33
26296 94196 81
30699 88798 79
17201 91664 2
34941 89088 59
15960 84684 70
20129 96633 7
10673 90224 81
14095 95456 71
10728 63069 87
18232 78646 42
13879 95200 29
15412 95017 27
16239 85640 47
2391 99275 50
20301 70528 16
27140 92872 51
17516 92145 24
30312 97320 4
1649 82408 38
15937 91408 11
26273 83568 92
25788 82644 1
29081 82537 79
12641 84416 92
25153 83504 9
14925 78625 60
13616 84379 42
2969 70235 92
14852 74170 22
4410 73328 97
13224 84368 59
8194 87448 98
36020 97953 59
16484 79329 28
1511 73024 44
35063 95997 33
15681 89145 19
15469 83356 48
2937 83632 85
4554 65559 34
43177 95684 45
368 57216 86
28192 93473 30
16289 69317 53
24552 75920 22
46950 99149 80
7392 62048 38
1 55564 19
9207 71093 84
4445 83412 33
15169 86636 34
9824 64808 31
12915 94560 60
1034 90885 94
12469 63725 64
4608 84809 83
30141 93605 41
12261 99175 83
32938 87457 42
15361 97568 53
19798 99721 45
17543 85716 100
6488 93328 48
12826 98243 5
3556 55617 76
12289 64497 5
12670 70432 88
36448 88745 51
8608 84485 56
16081 87556 11
9217 63104 28
