5669 8015
2974 5266 1
2240 3132 2
1092 5546 1
660 3262 2
3920 5380 2
2377 3473 1
2304 2706 2
1677 5662 2
219 2680 1
49 4760 2
18 317 1
3201 3408 2
3551 5472 1
2121 4649 1
155 5098 2
1287 4670 1
67 2487 2
1504 5443 1
395 1373 2
2092 3067 1
663 879 1
4639 5587 1
1571 3747 2
1762 4268 1
804 1625 1
2967 4714 1
1598 5277 2
4153 4515 2
1141 3598 1
3548 3827 2
838 1003 2
4373 4854 2
1221 3351 1
2252 4484 2
971 4809 2
2668 4645 1
2247 4390 2
4018 5341 2
711 5164 1
3942 4834 1
4773 5046 2
1843 5252 1
1154 4261 2
45 2618 1
447 1167 2
1486 5325 1
2235 2311 2
261 892 1
633 3870 2
422 3434 2
207 4503 2
769 2340 1
1854 5361 2
675 5533 1
1681 4339 1
1049 4722 1
1262 3351 2
291 3489 2
3725 5267 1
1368 3655 1
3638 4021 2
3983 4825 2
1584 4746 1
742 2174 1
1226 2907 2
59 5191 2
754 2668 1
1620 3516 2
3595 5434 2
3540 4404 1
3099 4646 1
5254 5614 2
2653 2664 2
523 3515 1
887 4211 2
45 4386 1
2154 2247 2
1254 3278 2
87 1894 1
1365 2909 1
3199 4808 2
656 1585 2
2155 3426 2
2079 3307 2
1256 5590 2
3799 5608 2
237 4155 2
1426 3615 2
674 1986 1
482 4094 1
1487 2073 2
674 5163 2
1165 3250 2
1432 4513 1
4122 4648 2
76 697 1
300 5465 1
1670 3588 2
3142 4057 2
2028 4221 2
1069 1662 2
1743 4103 2
1597 2318 1
2321 3809 2
2122 2161 1
1710 2159 1
477 3323 2
102 4661 2
142 3126 1
889 4019 1
2207 5649 2
4401 4463 1
1195 4999 2
92 914 1
4683 4700 1
1524 3133 2
9 3580 2
165 5246 1
3041 3197 1
1080 5557 1
998 4750 2
807 3881 1
1591 3366 1
737 4724 1
2953 5621 2
968 1146 1
4004 4602 2
313 2573 2
14 5031 1
2828 4988 1
1593 4061 1
1125 1763 2
3151 4087 2
1559 2453 2
3851 4421 2
2921 3476 1
2200 2877 1
1393 3210 2
36 4512 2
145 1296 1
417 3665 1
96 3851 1
2850 4170 1
1023 4776 1
1034 5464 2
939 1732 2
2101 3798 2
33 2220 1
1251 1754 1
3002 4345 2
2881 5484 1
2368 4579 2
227 5612 2
414 3191 2
394 1284 2
1703 2715 1
758 1215 1
4652 5277 1
3786 4521 1
89 917 1
193 1569 2
510 5067 2
1461 4664 1
748 3490 2
4804 5511 2
2175 2902 2
4241 5150 1
934 3577 2
513 4087 2
1573 4378 2
3394 5576 2
2412 3482 2
1249 2523 1
1411 5542 1
621 2499 2
1272 2193 2
418 2579 1
1088 5378 2
1143 4361 2
2388 2609 1
1327 2204 1
1225 2397 2
1954 5483 2
3830 4582 1
4145 5055 2
300 1641 1
1425 2639 2
4416 5554 1
2421 4869 1
1351 3351 1
2538 3238 1
1796 1915 2
1666 4607 2
3318 3517 2
3414 3540 2
1992 2113 1
1388 2674 2
1644 3000 2
1271 5082 1
1232 1310 2
2177 5654 2
287 1549 1
299 1803 1
3531 3854 2
2844 5060 2
1324 2024 2
1476 5091 2
126 1097 2
102 5216 2
2275 2871 1
3128 5206 2
320 401 1
4476 5271 1
3715 3975 1
869 3519 1
1541 4961 2
2123 2884 1
1297 1952 1
1508 5036 1
300 2484 1
1405 3414 1
2259 4032 2
121 3628 2
2082 4173 2
3746 4236 2
2869 2947 2
434 3969 2
159 5490 2
3103 4367 1
1269 3162 2
663 5023 2
526 4471 1
3413 5474 1
2049 2830 2
872 3905 2
2529 2557 1
1782 3734 2
461 4528 1
2050 5388 1
1258 2107 2
4215 5522 2
1917 2019 2
1398 4822 2
888 1354 1
2930 5523 2
4116 4167 1
3596 4571 2
4473 5180 2
2402 3742 2
3204 5269 1
114 3290 1
1186 5025 2
3974 5370 2
3791 4793 2
2675 4072 1
4202 4494 1
1408 4201 1
1364 4111 2
2692 5163 2
1120 2568 1
850 3893 2
2187 4412 1
2141 4034 2
244 3936 2
451 2466 1
40 3619 1
998 3915 2
1801 1862 2
48 3075 2
538 4267 1
1589 4170 1
2340 2817 1
1750 3652 2
1274 4053 1
2259 3656 2
190 3758 2
2273 4154 2
25 3401 2
3600 3791 1
2625 3437 1
1060 2920 1
419 2818 2
1235 4548 1
2649 5510 2
3719 4058 2
3852 3994 2
2810 4308 1
340 4346 1
3146 3368 1
655 4130 1
592 1350 1
173 853 1
725 5004 2
605 4426 1
2160 4294 1
276 2719 1
1356 5060 1
1834 4867 1
1789 2320 2
465 3396 1
1825 4646 1
657 4229 2
2291 2849 2
2546 4248 1
748 4551 2
2956 3067 2
1433 3751 2
1215 3941 1
984 1774 1
1130 1789 2
1804 4488 1
3542 5374 2
321 1941 2
3432 4878 1
4321 4596 1
1476 4977 1
1064 3449 2
1236 2041 1
352 4311 2
4443 4682 2
1613 5581 1
2032 4310 1
537 2127 1
4155 5658 2
525 1973 1
1362 3345 1
1449 4808 2
426 3740 2
605 5473 2
3303 3347 2
1016 4045 1
2938 3996 2
3447 5066 1
783 1445 1
1803 3507 1
1860 3255 2
509 3440 2
835 4272 1
992 3823 1
1229 1841 2
1139 1542 2
862 3006 2
4675 5520 2
5010 5464 1
2256 2389 2
2662 3808 2
5127 5253 2
1456 4880 1
1820 5096 1
1995 3988 2
1565 2454 2
2593 4550 2
3178 3933 2
364 4663 1
1380 3630 2
3095 4229 2
5080 5192 2
1688 3817 2
3075 3339 1
1396 5104 2
1177 1727 1
1227 2971 2
1888 2760 2
276 4149 1
1893 3959 1
3769 4325 2
330 409 1
1896 4415 1
3584 5349 1
2714 5054 2
2291 4408 1
4208 4464 1
2371 3179 2
2187 2878 2
2218 5057 2
956 5042 1
4787 5370 2
1079 1972 2
2120 5482 2
2560 3397 2
521 1554 1
3787 4105 2
75 2686 1
707 4416 1
1870 5019 1
2313 4625 1
4858 5311 1
2083 2711 2
333 4730 1
497 5322 1
3250 4359 2
1745 5634 1
998 3721 2
1506 4640 2
1853 3420 2
2964 3795 2
75 2408 1
807 4482 1
1202 4733 2
3597 5197 1
352 2788 2
1989 2581 2
3531 4622 2
3413 4744 1
82 461 2
3780 5143 1
346 2778 2
285 1623 2
744 1229 2
3568 4686 1
1588 3193 1
215 4319 2
1850 2123 1
340 4334 1
792 1946 2
4164 4544 1
424 4024 2
4882 4893 2
4141 4955 2
859 1643 2
1955 3580 1
2182 2986 1
1110 2351 2
1635 3617 1
111 3270 1
389 3032 1
1821 2946 2
3307 3746 2
132 1495 2
1532 5119 1
1287 5624 2
1441 3126 2
2196 2996 1
710 1567 1
3881 4958 2
2353 4126 1
82 1151 1
2067 4335 2
1013 4791 1
121 5006 2
1653 5516 1
2533 3779 2
90 2134 2
4114 5276 2
2795 4770 2
1844 2500 2
329 1458 2
1473 4193 1
3021 4570 2
2401 4293 1
621 2624 1
2810 5335 1
3579 5255 1
1038 3726 1
5334 5344 2
3158 3516 2
3685 3985 1
703 3694 1
3474 5495 2
4193 4268 1
1128 3925 1
1380 2094 1
1266 3344 1
1958 4925 1
868 4975 1
1967 5572 1
2534 3247 1
493 5427 1
590 2141 1
2534 3378 1
4017 5255 1
1614 5027 2
226 2046 2
262 1139 1
4164 4653 1
1907 3647 2
2256 2852 2
48 924 1
273 1191 1
2102 2360 1
4091 5430 1
2016 2552 1
2399 3550 2
1326 4681 1
1008 3290 1
933 2276 2
2421 5650 2
954 3798 2
320 5646 1
2978 5511 2
949 1884 2
1533 4823 2
58 1115 2
851 5580 1
2668 4072 2
196 1523 2
169 3066 1
397 2446 2
1378 5125 2
2155 3939 2
311 2244 2
2531 3685 2
92 4758 2
459 3152 1
159 1318 1
1406 2524 1
301 5334 2
2188 4156 1
952 5387 1
1236 3593 2
167 4811 1
579 1458 1
674 3240 1
1664 2131 1
995 1615 2
582 4778 1
1058 1549 2
108 5109 2
99 617 2
2423 4505 2
1730 1849 2
1280 2373 1
256 2302 2
2130 2648 1
1691 3035 2
2251 4204 1
2781 4251 1
661 4487 1
2179 3899 1
3047 3453 1
1939 5109 2
2561 3872 2
2720 4137 1
2554 4087 1
2029 2422 2
1928 4917 1
1140 3796 1
355 1043 1
1658 4032 2
1603 2430 2
2632 5008 2
2489 2715 2
4213 4267 2
5415 5502 1
1470 2952 2
1816 4650 1
3148 3674 2
1648 5488 1
1628 4443 2
27 3339 2
1034 2595 1
1501 2644 2
2364 5167 1
1838 4113 2
3306 3319 1
2745 5530 1
3986 4826 2
5029 5097 2
424 5560 2
1541 2617 2
713 2661 1
59 2513 1
765 3228 2
3842 5525 1
601 2165 1
1004 5275 2
1297 2226 1
2974 5190 1
2217 5395 1
777 3079 1
1596 3241 1
196 4470 1
190 3745 2
3156 5116 2
1440 5284 1
505 3947 1
3381 3535 1
1724 2176 2
154 4221 2
749 1931 1
3123 4260 2
2308 2878 1
1950 2634 1
2648 2772 1
843 1120 2
2854 3308 2
1050 3478 2
389 5065 2
3451 5487 2
1273 3692 2
3761 5170 2
3608 3941 1
4557 4648 2
1213 4063 1
1423 2313 2
1293 5203 1
887 3414 2
947 3154 2
1735 3104 2
1704 4416 1
3018 3165 1
2394 4333 2
4202 4674 1
667 4596 2
2051 3090 2
189 5390 1
391 3334 2
1941 2962 1
1035 2288 2
3624 4984 2
2355 3040 2
9 4582 1
2473 4154 1
848 2734 2
878 4156 2
4664 5517 1
1808 5628 1
3340 3504 2
2397 5202 1
638 3043 2
2207 2615 1
2882 3157 2
1098 4884 2
636 1315 2
566 2865 1
4837 5499 2
1742 3311 2
659 3657 2
3281 4420 1
733 3212 2
2686 4602 2
1341 3418 1
2556 2852 1
4346 5268 2
615 3907 1
3508 4267 1
3000 5382 2
251 2692 2
4312 4705 1
2975 5645 1
1999 5474 1
3271 5102 1
43 2806 2
1486 5547 1
3062 4475 1
64 2611 2
4099 4117 2
1142 2708 1
5427 5543 1
1646 5615 1
4304 5149 2
2676 3043 2
1119 1893 2
368 1390 1
1064 5536 2
176 5161 1
509 1821 1
2032 4411 2
942 1763 1
2137 3954 2
2871 5565 1
1859 3253 2
2888 4790 1
2092 2800 2
49 935 2
212 3633 2
3361 4570 1
863 3018 2
2439 3829 2
1569 4500 1
377 2019 1
4226 5619 2
779 1369 1
692 2757 2
1611 2461 1
1610 5558 2
1411 1575 1
877 1049 2
128 3138 2
2403 3279 1
2522 4455 1
2797 3081 2
2883 3731 1
1779 4899 2
2348 5007 1
2776 3496 2
583 4996 2
4259 4828 1
2109 2854 1
99 889 1
682 719 1
2884 4422 2
783 4158 2
2949 4393 1
3407 3686 1
1193 2096 1
3464 5247 1
1925 3870 2
2520 3001 2
1453 3812 2
1800 1989 2
2380 3643 2
3419 4759 1
3757 5241 2
533 1596 1
4201 4844 2
51 2935 1
2658 3746 1
2751 5560 2
1259 2592 1
2864 5336 1
3156 3940 1
3165 5430 1
1485 2047 1
1546 3440 1
4566 5084 1
807 2427 1
1398 3179 2
1428 4990 1
446 2024 2
768 2626 1
2958 3952 2
1276 1934 2
2219 2978 2
1692 4527 1
337 4820 1
3649 4067 2
822 1514 1
1516 4223 1
2588 5091 1
2478 3761 2
1173 1514 1
2039 3804 2
270 5390 2
2867 5488 1
3887 5604 2
810 2922 1
262 873 1
957 4987 2
1160 2317 2
1492 4505 2
3769 3910 1
2549 4325 1
1614 2698 1
2862 3900 2
1967 3959 1
3715 3996 2
3239 4900 1
2923 3858 2
2606 3436 2
1026 3840 1
3495 4536 1
866 2436 1
1744 3083 1
1612 2086 1
1861 2563 1
2480 3508 1
754 5470 2
1033 2947 1
860 1448 1
3800 5578 2
392 1202 2
3351 3508 1
1109 3872 2
173 3681 2
3088 3940 1
927 2095 1
1541 1682 1
2868 4058 1
895 4452 1
709 3368 1
1977 2567 2
1412 1512 2
134 4096 1
2198 2786 2
2435 5579 2
2153 4008 2
3760 4799 2
550 908 2
1153 4409 1
2893 3368 1
2692 3392 1
3800 4057 2
2870 3090 1
1021 1661 2
1278 4799 1
2090 5038 2
1660 4628 2
530 4823 2
2339 3050 2
4705 5651 1
1881 4597 1
3238 3335 1
2209 3725 2
3492 3694 2
4719 5430 1
2974 3874 2
1710 3437 2
32 1505 1
222 1874 1
964 4276 2
2895 3247 1
451 1062 1
382 687 1
889 2382 2
2330 4557 1
2997 3840 2
513 5390 2
3973 4113 2
3430 3941 1
365 1293 2
429 3484 1
787 3458 1
1923 2383 2
1847 4577 2
740 3873 2
3349 4817 1
2098 2772 1
2826 5259 2
4255 4602 1
799 1362 2
1140 1909 1
2981 4170 2
793 825 1
1952 2295 1
890 895 2
300 2152 1
4768 5576 1
718 813 2
3662 5645 2
885 1569 1
2555 2696 2
1002 2330 2
276 3347 1
449 3715 2
1822 4625 1
1314 3463 1
4394 5583 1
184 5065 2
2777 4281 2
3137 3694 1
1864 4480 2
5182 5265 2
463 5228 1
4644 4799 2
2030 5074 1
1609 5599 2
1116 2890 2
3982 5309 2
1495 3777 2
4269 5022 1
4449 4891 2
4517 5288 2
1767 3946 2
1015 1170 2
1244 2667 2
796 839 2
2309 3628 2
1043 4953 1
1460 3682 2
3637 4895 2
2631 3377 1
2156 3831 1
3290 3376 2
3391 3628 1
1080 2929 2
268 1763 2
788 3525 2
775 4882 2
3768 4502 2
831 1465 1
4750 4852 1
580 4062 1
1952 5462 2
1706 5307 1
1130 1994 1
2127 4996 2
3118 3130 1
1366 2066 1
929 1801 2
378 3168 2
1835 3728 1
3927 4286 1
4005 4621 1
3065 3829 1
385 1699 1
1303 3759 1
691 4750 2
996 2435 1
1468 5250 1
1201 1460 2
2428 2849 1
194 1480 2
3972 4074 1
986 3057 1
1067 1562 1
2568 3577 1
1213 3340 2
1791 2677 2
1750 4707 2
1263 4582 1
3162 3352 1
843 997 1
746 762 1
730 1702 1
725 5322 2
3915 5601 2
88 2687 1
2701 3001 2
2238 4979 2
831 3104 1
1380 5417 1
3513 5568 2
995 2905 2
860 5046 1
3036 5632 2
3643 4133 2
5437 5583 1
742 2379 2
3263 4381 1
1151 4244 2
142 1603 1
2334 2473 2
1756 4473 2
3651 4556 2
452 2356 1
644 4739 1
1227 4471 2
93 1717 1
2002 4127 1
630 4288 2
775 4224 1
1118 3388 1
453 1844 2
2547 5607 2
1148 1508 2
464 2930 2
800 2461 1
1966 2483 2
2469 3577 2
363 3616 2
1621 4222 2
704 5366 2
2443 3835 1
1398 2189 1
1250 3871 2
754 3210 1
106 2979 2
5003 5259 2
1553 5482 1
210 1037 1
1223 2951 1
3900 4289 2
2146 5188 1
1664 2231 2
189 3107 2
1330 1576 2
3931 5154 1
1017 3092 1
3304 4763 1
1606 4633 2
4196 4615 2
1623 3900 2
166 4978 2
1781 1989 1
81 4350 1
357 5506 2
2425 5152 2
2899 3317 1
221 1540 2
3638 4111 1
2208 4352 2
1245 3722 2
1728 4274 2
2261 4095 2
2866 4647 1
726 4192 1
830 3704 1
515 4563 1
2647 4096 2
1476 4249 1
1089 1873 1
1338 2151 2
3082 5611 2
547 4114 2
351 5318 1
3069 5181 2
152 1540 1
2325 4043 1
1320 5112 2
1675 3839 1
2165 3448 1
2039 4927 2
2662 5471 2
720 2449 2
1855 5642 1
3208 4967 1
368 2304 1
3583 4208 2
3149 3738 1
1210 2495 2
2618 4012 1
398 3281 1
2271 5019 2
323 4355 2
1956 5074 1
1682 3904 2
1390 5181 1
1589 2027 2
1560 3253 1
279 1979 2
2987 3683 2
302 788 1
1300 3863 1
1152 1263 2
502 853 2
765 4505 2
3987 5667 2
1369 2562 2
78 3320 2
4413 4420 2
2604 3762 1
1633 3013 2
3533 5577 2
4588 5664 1
2131 3608 1
1894 3479 1
1207 3804 1
2105 2935 1
317 2663 2
298 1707 2
1854 3684 2
2027 4806 1
2763 5555 1
3282 3349 2
432 506 2
753 3831 1
871 2166 1
591 2569 2
1447 4246 1
1033 3620 1
2276 3055 1
635 4180 2
62 3482 1
1199 3241 1
169 5200 1
875 5325 2
2803 3434 1
1391 5600 2
975 1387 1
2003 3878 1
47 638 1
3351 4577 1
189 2410 1
1770 4047 1
2095 2575 1
3890 4426 1
231 2928 1
1712 3833 2
1172 2426 1
2832 5181 1
1726 3807 1
1702 4314 2
1076 1556 2
355 3335 1
1266 2122 1
207 2862 2
271 4365 1
1189 2265 2
19 1829 1
3376 4361 2
4200 5236 1
1878 3313 1
218 1953 1
2274 5124 1
229 2745 1
2348 4295 2
2522 4567 1
1180 2758 2
767 1124 2
850 1442 1
1130 1561 2
2006 3526 1
2331 2936 2
1895 4845 1
186 4297 1
1041 1495 2
394 5491 2
2293 3586 1
806 4051 1
2474 5255 1
2033 4597 1
1000 1872 2
1070 3522 2
4015 5512 1
3011 4173 1
639 1137 1
1948 3345 2
639 4517 1
3081 3910 1
2335 3303 1
3669 5570 1
502 3406 1
3023 4078 1
355 707 1
3741 5124 1
2022 4973 2
310 5657 2
4153 4978 2
471 3157 2
352 5650 2
3956 5590 1
786 899 1
865 2022 2
1475 4032 2
224 2604 1
1209 1393 1
3945 4603 2
2781 4880 1
1946 4164 2
3103 4346 1
4277 5238 1
2298 3989 2
2753 5012 1
1050 4413 2
71 5014 1
998 4149 1
1041 5000 2
2868 3023 1
195 5058 1
3258 4647 1
533 3498 2
1140 4048 2
3529 3979 1
2997 3951 2
504 574 1
399 1314 1
2043 2774 1
1745 5621 2
4113 4250 2
3296 3604 2
1090 2159 1
3756 4348 1
1204 2451 2
3571 5108 2
2244 3485 1
2898 4137 1
1534 5123 2
1104 4801 1
444 5093 1
2372 3750 1
266 5169 1
1523 2658 1
264 3404 2
167 376 1
1986 3604 2
2178 2824 1
2877 4394 1
4308 5635 1
745 3378 1
61 5487 2
4658 4793 1
389 681 1
1962 5403 1
726 3503 1
2944 5483 2
2811 5255 1
893 1534 1
1899 3273 1
850 1104 2
1150 5301 1
4135 5432 2
2406 4350 1
1004 1068 2
2164 2396 1
132 3150 1
1686 4704 2
1131 1416 2
1498 2100 1
970 3038 1
