500 3000
435 87 46
237 399 9
423 212 30
481 329 22
199 361 13
174 192 35
393 398 3
401 24 8
310 255 24
103 109 10
281 165 11
309 493 20
393 339 4
357 86 13
45 335 19
154 196 45
111 13 46
64 410 28
456 432 41
177 324 20
493 146 4
305 392 42
377 105 41
197 13 43
130 188 47
295 200 24
489 14 32
481 232 49
406 386 13
260 285 44
52 263 8
37 264 44
33 250 1
278 173 30
373 453 28
251 213 13
371 76 15
110 125 40
144 439 35
90 210 24
64 446 20
246 356 27
169 429 14
163 349 20
75 189 12
156 150 30
257 421 43
33 272 36
360 185 40
376 39 34
130 210 36
471 336 11
337 370 5
108 368 37
278 100 50
290 464 26
407 187 17
399 450 39
90 412 26
215 189 13
228 156 42
401 405 17
85 227 47
400 261 19
314 253 48
376 125 11
145 341 22
33 110 8
318 328 13
19 424 45
294 304 1
422 115 12
396 238 40
64 441 30
248 221 10
338 287 12
388 23 41
364 349 7
47 239 20
183 244 42
103 199 42
319 7 11
251 369 23
76 123 20
110 488 42
147 339 49
314 216 20
475 364 6
443 257 26
134 121 40
144 85 37
186 328 7
222 82 28
447 30 31
377 171 4
289 458 28
351 69 33
363 160 43
195 225 39
100 273 18
222 1 39
123 269 47
254 234 26
7 56 2
321 473 13
368 87 21
434 397 38
147 278 30
80 81 32
327 136 9
474 340 23
219 303 21
255 429 8
355 236 36
99 231 12
310 154 33
357 98 42
400 305 17
316 27 30
353 53 9
484 189 1
384 245 10
481 272 22
493 418 42
162 435 39
366 380 32
386 465 3
80 259 41
47 276 24
146 324 25
27 241 17
305 173 27
236 446 18
16 306 41
339 150 38
494 394 2
275 469 27
391 46 18
115 256 11
140 321 5
62 368 4
382 236 49
42 24 36
231 294 49
348 408 4
442 163 34
402 339 4
45 289 45
1 18 46
57 415 1
11 123 39
366 374 27
88 311 34
379 337 17
213 239 12
271 460 9
106 400 26
266 460 12
269 77 6
314 129 45
314 102 17
93 420 43
292 78 20
334 206 37
76 436 42
250 237 12
450 54 17
170 470 8
205 86 49
478 211 45
451 479 2
452 270 19
251 222 15
369 133 49
105 224 5
188 108 35
60 368 7
169 260 8
195 352 20
72 402 1
446 385 14
95 359 23
294 331 7
244 133 37
42 398 36
102 31 12
368 254 15
382 205 15
340 484 15
497 155 36
454 466 36
445 206 43
259 63 31
248 155 23
16 119 45
211 262 33
375 154 47
400 298 34
27 199 45
313 476 22
336 107 42
461 194 18
304 346 6
308 361 33
318 57 23
313 373 45
338 197 47
60 284 31
134 356 41
141 164 12
466 393 24
232 141 9
278 118 10
69 2 32
454 376 21
478 375 5
243 57 11
70 263 11
492 353 32
456 212 17
8 237 9
37 352 35
118 230 16
303 157 50
274 237 30
179 43 22
438 120 1
101 405 23
224 488 41
242 326 39
186 95 35
245 317 23
78 196 36
236 495 35
224 401 42
321 479 39
464 265 24
329 223 4
305 246 18
321 138 46
490 188 31
16 193 43
343 219 20
252 126 41
432 306 17
155 234 21
172 325 47
471 270 42
105 284 21
289 201 23
71 169 9
135 336 9
367 247 33
381 179 44
408 323 45
102 234 20
139 384 4
491 406 29
499 234 48
379 365 49
79 207 28
472 91 11
440 164 30
117 260 18
390 314 35
172 191 33
490 425 50
30 71 45
324 80 21
349 191 2
378 175 34
302 154 33
105 89 18
420 14 36
174 241 25
212 414 31
492 366 5
85 357 41
37 422 9
378 292 43
379 272 27
453 134 3
290 143 24
182 411 20
133 414 36
4 389 33
294 138 20
188 119 28
255 427 39
26 85 15
326 378 16
470 496 47
242 350 7
287 192 6
417 469 13
185 152 15
28 304 14
351 206 40
368 56 34
378 190 22
467 350 46
78 305 20
354 364 31
322 285 49
452 196 2
469 264 20
420 156 42
218 415 17
14 415 38
35 404 13
344 328 30
255 34 32
419 13 15
305 191 42
15 470 21
300 370 6
332 418 42
212 263 42
481 241 25
45 29 7
327 211 49
99 166 31
66 276 49
68 180 26
482 377 44
113 94 15
205 186 30
292 176 31
379 444 34
490 180 22
479 289 46
241 410 50
333 207 33
407 467 6
99 126 7
168 368 24
207 264 30
364 480 15
141 201 32
25 496 10
154 434 48
280 157 13
469 411 25
314 263 46
41 310 12
373 265 13
227 434 3
152 240 32
141 223 12
7 272 40
191 181 3
318 13 42
465 60 7
440 362 36
432 27 12
292 382 43
217 172 2
484 86 17
59 391 37
44 55 41
393 277 1
160 25 29
220 315 25
228 296 24
452 276 50
148 419 20
346 179 9
1 266 32
140 165 27
200 430 17
212 390 38
448 439 37
3 29 27
400 265 13
248 222 34
366 75 6
222 146 14
106 357 21
5 138 11
51 155 47
140 148 22
127 175 10
27 337 35
212 343 48
17 68 39
46 287 32
53 274 38
315 186 11
97 283 39
58 377 31
264 60 35
196 388 6
273 206 9
411 420 47
363 209 50
120 1 38
27 109 5
234 261 12
22 274 28
119 369 17
172 2 38
303 215 26
438 127 25
468 136 29
419 45 21
333 379 33
254 109 28
406 5 17
229 151 29
59 395 48
285 370 7
94 57 31
49 486 39
227 37 20
369 493 32
198 364 13
340 109 47
188 367 15
252 329 39
487 148 28
4 190 20
485 266 21
166 373 49
280 91 47
259 175 30
110 189 14
272 408 21
427 476 43
499 146 37
420 134 18
482 48 27
41 487 19
206 491 34
447 386 46
30 133 28
471 447 33
429 248 21
26 327 14
74 296 14
290 414 49
210 128 29
296 75 23
100 383 49
238 441 28
88 55 29
275 216 18
449 466 5
1 135 43
21 426 25
490 32 48
101 33 11
138 381 38
125 174 39
481 453 12
495 251 19
412 33 43
471 108 37
25 337 7
304 218 41
487 105 40
70 356 20
335 9 23
187 19 33
184 95 33
309 292 3
136 43 44
432 22 23
67 245 13
333 336 48
100 133 30
259 48 7
71 372 14
314 186 17
269 178 4
397 19 20
254 268 21
458 437 4
287 86 11
20 123 28
7 104 9
184 124 2
133 53 35
52 289 24
194 228 2
92 178 35
8 239 31
14 337 26
53 480 9
290 381 44
305 418 37
182 401 3
311 237 15
402 234 36
37 245 48
167 10 45
159 57 41
276 333 49
344 26 39
197 488 44
88 197 13
391 344 24
37 478 5
188 368 39
67 121 48
188 7 30
275 335 33
336 244 15
246 116 16
434 199 3
140 6 44
312 316 5
330 227 32
269 177 9
239 15 21
142 199 37
315 306 10
82 236 12
470 360 11
411 354 26
154 279 23
228 252 48
474 410 40
389 236 50
445 366 42
43 192 7
45 497 41
478 346 24
202 368 41
159 429 22
415 231 12
348 428 11
355 348 42
313 191 35
72 178 12
460 44 2
325 368 9
368 461 14
247 97 16
394 199 25
106 33 40
429 293 21
155 439 7
466 89 3
320 133 35
86 370 16
150 230 17
335 159 20
111 166 49
72 304 50
325 203 5
434 135 44
170 86 9
40 108 30
28 260 20
305 124 2
430 235 47
287 463 2
456 113 16
446 125 42
164 183 39
104 310 27
382 52 23
8 41 32
62 195 7
464 9 32
396 247 39
263 414 11
367 78 19
437 251 37
169 72 47
57 124 16
298 269 42
222 58 21
235 309 12
210 452 35
109 94 9
340 37 50
130 388 44
30 92 34
460 72 43
305 288 36
417 365 34
171 244 35
322 295 1
458 317 47
230 449 9
28 285 15
248 415 46
350 374 4
16 71 4
61 468 17
275 272 24
22 168 11
411 195 15
218 238 35
13 416 36
122 196 13
227 250 44
35 171 31
109 334 41
64 321 21
199 246 33
435 209 32
242 104 11
92 47 32
436 456 22
263 258 10
192 499 33
220 463 38
114 327 31
314 17 12
404 255 35
499 236 7
438 427 46
70 486 9
418 170 41
444 412 20
483 88 26
69 59 23
81 15 40
152 8 22
448 158 16
277 287 31
18 199 9
142 79 25
310 366 35
64 245 14
95 177 18
46 439 13
90 386 11
403 60 29
264 86 32
248 134 42
119 187 18
105 294 11
214 173 27
25 367 14
182 112 4
343 500 33
138 181 31
271 135 14
223 78 29
116 107 37
238 196 43
296 112 18
146 48 50
424 214 43
212 472 20
353 123 23
43 251 14
316 97 27
456 290 22
320 384 37
260 117 44
14 486 24
369 482 9
440 152 37
166 101 14
257 324 43
77 258 7
203 420 19
455 423 38
174 43 46
271 392 36
8 449 21
28 53 31
32 78 39
115 221 39
326 136 10
216 438 37
221 93 34
421 485 44
347 89 36
132 409 22
204 491 13
22 134 19
208 93 14
358 434 21
357 419 23
111 376 22
188 448 41
438 109 6
291 363 44
366 443 30
392 476 35
428 70 18
380 32 31
461 309 44
19 97 41
190 325 10
169 98 37
248 100 4
432 25 18
157 373 7
497 398 1
74 455 35
381 396 36
405 83 44
102 37 50
149 446 17
360 251 17
128 391 31
368 429 20
117 237 43
302 206 36
370 359 12
179 221 16
12 288 45
367 292 37
236 41 16
419 103 18
256 497 23
466 300 26
223 480 39
456 251 22
114 139 5
443 133 35
460 300 4
450 371 49
96 384 34
67 305 13
476 140 8
288 248 44
248 409 25
303 380 46
124 367 33
184 174 47
286 96 50
184 83 5
165 129 47
289 392 4
152 365 8
326 17 28
45 209 38
205 109 39
358 256 18
122 432 16
188 452 19
204 17 43
342 456 6
155 23 33
173 420 8
301 454 37
496 238 35
302 462 11
210 67 41
342 451 36
217 425 50
457 309 32
118 306 25
81 22 11
263 421 13
134 466 2
8 244 48
370 215 35
121 46 43
295 42 12
187 487 13
398 353 48
270 293 49
37 390 50
326 271 47
308 282 34
281 228 1
415 30 29
340 220 40
320 218 33
40 291 44
467 67 5
139 192 9
461 59 11
347 63 22
414 242 33
342 395 30
373 416 45
496 108 42
250 368 49
77 260 33
74 223 42
159 265 19
29 234 47
270 92 49
345 281 3
13 442 7
54 21 3
165 411 46
21 23 6
47 127 31
493 401 46
211 125 49
399 253 3
2 496 22
472 168 11
272 312 24
489 189 15
446 433 12
167 251 5
178 222 8
429 251 50
382 137 10
386 205 7
182 85 39
225 157 23
152 1 35
443 157 39
348 436 14
3 474 31
368 88 32
16 75 25
285 403 4
281 4 25
132 83 20
448 59 27
323 349 33
475 80 12
330 53 29
179 184 27
373 116 1
422 155 13
72 6 6
309 249 5
91 21 29
494 409 41
58 429 40
78 79 30
414 386 6
461 221 37
228 212 26
8 384 7
109 106 10
140 296 21
232 89 11
303 292 30
288 33 22
92 295 39
58 357 39
166 476 27
94 303 42
155 340 36
288 175 23
161 66 19
493 365 35
470 142 13
90 483 24
345 397 6
184 72 13
272 219 20
305 438 50
315 407 48
246 359 35
134 464 10
386 299 38
335 468 44
295 499 1
423 394 22
354 245 30
357 338 41
440 67 33
19 216 34
133 269 3
108 190 9
116 100 14
414 34 28
170 423 16
498 175 28
256 112 37
248 297 29
84 119 32
332 428 44
160 61 37
153 218 8
460 416 27
244 381 16
77 457 10
445 151 13
223 354 46
388 302 42
161 285 41
67 499 9
135 281 1
138 2 45
356 96 38
315 284 8
472 142 15
68 260 16
311 172 24
262 58 10
2 363 36
299 262 22
204 383 38
491 467 11
459 359 21
335 284 4
413 486 15
499 116 2
25 395 39
222 155 50
500 255 48
234 354 23
123 491 36
97 323 31
39 250 7
257 144 27
465 57 28
451 438 41
479 334 37
71 309 11
318 265 40
227 431 41
136 12 25
485 410 11
168 26 29
150 117 28
304 267 49
58 10 29
466 495 14
164 71 25
415 392 27
30 151 21
396 172 27
149 357 35
42 329 48
284 190 25
12 159 23
480 131 13
406 352 49
55 447 1
268 347 24
433 163 33
188 484 49
147 472 40
153 421 48
56 373 3
480 84 34
242 45 44
284 252 48
418 190 17
56 350 19
356 364 50
388 89 39
365 89 2
145 179 49
408 301 7
21 277 33
98 31 34
95 233 44
10 436 31
198 96 48
189 156 22
468 480 24
202 412 40
188 390 1
89 115 25
191 182 8
356 280 50
320 114 34
399 151 13
255 353 45
249 426 50
212 297 50
225 47 44
215 171 12
354 247 43
438 110 28
94 96 19
233 361 5
426 106 44
442 278 50
27 487 22
386 91 29
370 210 36
403 278 43
193 403 20
259 489 1
489 248 5
43 130 23
254 211 32
396 48 23
405 314 3
285 427 31
496 89 38
34 293 33
15 389 19
245 495 4
236 213 9
20 382 13
382 477 41
110 216 27
38 296 1
22 145 11
215 436 23
406 100 11
420 463 29
278 175 3
58 436 20
157 217 23
82 371 21
359 448 16
110 173 45
464 338 29
67 232 47
456 419 19
415 26 21
28 307 13
328 156 39
276 180 35
162 461 40
453 136 11
373 291 48
213 388 30
429 106 9
377 368 45
449 379 34
291 342 8
22 54 36
489 124 46
76 483 12
445 94 16
219 490 6
77 63 44
472 346 30
433 35 3
237 372 20
6 282 7
329 275 2
454 419 36
191 346 49
326 147 23
307 261 24
459 404 31
302 44 19
208 396 36
402 182 26
167 226 16
157 341 43
223 276 33
377 210 45
121 182 39
256 495 1
78 118 44
209 428 9
87 167 27
40 410 7
438 11 18
345 473 25
49 249 22
199 167 33
274 295 41
323 470 38
314 28 9
414 35 9
116 1 2
327 344 18
280 400 3
281 276 9
319 289 14
21 160 28
170 369 40
487 152 24
499 67 45
346 207 38
307 490 9
316 176 48
497 260 16
83 409 6
222 448 22
173 264 5
266 46 32
247 192 17
102 178 27
69 50 5
110 66 25
164 436 32
121 192 10
464 286 15
240 132 24
72 287 20
231 470 18
410 461 38
434 180 33
323 316 7
255 417 31
227 121 41
284 12 45
37 338 25
143 227 49
59 432 20
416 95 43
219 221 19
86 177 21
69 63 1
80 310 29
51 365 22
327 374 35
193 375 22
82 334 22
359 260 9
293 436 41
408 396 10
453 11 7
156 326 46
111 248 19
404 380 37
251 261 2
165 57 36
492 312 26
219 443 13
9 332 40
176 429 13
34 406 44
400 299 16
187 7 11
206 295 33
264 64 2
383 458 29
487 195 16
21 396 45
246 384 35
79 33 31
109 366 14
91 169 1
166 52 43
213 490 3
102 467 19
35 111 10
48 357 35
84 311 45
383 375 22
449 27 2
277 226 5
464 60 25
17 479 8
340 33 9
393 176 43
326 215 4
297 406 3
429 394 19
90 261 26
449 476 34
391 266 16
351 84 10
28 188 13
52 89 10
137 181 24
15 70 40
154 377 48
464 113 37
375 51 16
71 67 37
122 359 45
33 306 30
406 217 25
382 359 16
135 52 45
7 121 39
320 229 7
129 150 3
484 290 14
57 59 16
272 229 2
25 214 19
372 430 7
287 144 39
449 64 50
441 444 34
322 118 32
286 394 10
30 458 26
123 75 39
1 333 6
64 277 25
57 54 47
468 442 36
427 448 3
442 267 8
266 428 8
266 54 44
180 356 34
140 27 48
31 334 37
368 186 31
6 169 36
486 248 40
268 433 19
463 336 3
308 35 13
356 404 21
358 311 14
213 181 2
305 149 41
124 380 17
134 190 43
3 282 27
189 140 48
192 333 6
341 316 32
409 155 43
357 183 47
348 26 1
158 443 5
107 300 9
277 110 41
42 279 48
44 91 40
264 174 22
232 463 27
182 108 9
259 420 31
137 246 44
57 31 35
324 103 18
147 407 37
441 198 1
247 325 7
78 258 50
135 86 44
438 85 34
432 198 6
189 64 40
197 231 36
443 83 8
244 142 30
43 340 11
260 28 9
279 185 29
252 432 15
242 74 12
20 63 6
359 443 8
82 352 18
76 250 17
438 161 43
374 424 1
269 294 32
167 370 3
391 433 9
268 398 31
176 26 22
401 42 13
360 492 35
22 397 42
458 267 30
463 464 24
105 80 3
442 119 47
408 419 37
440 188 45
245 355 12
22 199 22
5 228 42
105 223 4
434 184 44
190 491 48
97 101 44
307 403 3
269 109 21
440 369 33
122 420 34
46 456 5
485 396 29
95 379 18
253 186 34
485 279 21
353 242 29
458 206 4
214 367 12
387 142 2
209 54 8
317 67 17
199 370 44
290 237 24
89 29 11
48 235 26
183 269 15
43 464 1
292 281 25
271 306 30
333 197 46
188 491 49
478 67 21
25 298 25
488 384 6
108 451 6
147 192 22
200 79 44
6 497 41
251 139 12
274 133 28
325 82 37
27 429 19
365 176 25
157 484 6
419 209 1
10 229 31
397 151 20
123 485 27
319 375 50
296 129 25
428 82 12
88 383 23
194 159 50
190 289 31
82 183 26
474 130 30
68 44 1
18 56 18
251 474 47
20 370 8
254 444 24
3 23 39
101 346 3
312 283 27
269 55 28
264 69 7
374 89 32
343 425 10
60 387 4
300 87 17
241 478 1
474 120 45
197 388 7
265 299 28
381 61 26
269 287 19
365 455 30
446 187 15
284 268 3
342 466 19
82 281 25
223 285 7
20 253 28
384 6 30
282 283 1
430 51 30
365 377 46
202 186 37
347 133 18
490 338 7
484 453 31
44 494 38
419 318 16
178 272 2
469 85 13
399 302 9
352 176 12
277 500 32
322 287 35
32 205 22
135 147 23
321 368 40
273 390 29
459 57 45
491 257 14
270 356 12
488 38 3
101 3 13
161 289 27
375 439 26
248 229 10
1 134 30
419 286 22
302 7 46
465 33 43
217 395 48
91 403 43
198 214 33
247 7 3
159 120 5
216 251 42
494 14 41
193 292 19
237 416 3
458 16 40
189 452 13
79 236 31
322 42 29
424 406 2
262 490 20
293 321 45
16 172 41
175 7 4
295 138 35
315 359 49
168 156 42
299 439 1
264 19 36
366 7 8
194 278 48
91 383 28
200 14 21
264 442 40
72 119 44
334 320 19
85 72 18
33 94 4
17 339 23
375 11 29
78 368 26
74 365 30
128 4 6
323 181 10
142 336 48
239 436 29
193 300 11
499 266 41
32 81 24
423 483 32
81 369 16
427 228 11
139 490 22
462 188 14
489 260 28
470 460 45
417 255 37
420 295 13
393 157 18
305 97 33
310 420 3
81 383 41
274 487 44
400 85 26
455 469 34
185 47 27
181 388 38
385 500 41
470 175 26
317 358 16
372 41 44
13 238 22
268 76 42
249 438 48
124 76 19
358 6 36
97 212 19
189 434 10
359 151 31
318 111 47
26 233 35
254 437 6
149 392 29
405 496 6
48 345 8
435 198 11
499 292 34
108 60 39
496 371 50
15 215 27
298 205 17
407 113 2
256 423 23
475 152 39
6 134 45
328 490 11
187 384 29
439 314 47
74 316 9
196 15 30
358 464 23
166 155 22
393 178 11
264 70 17
411 136 31
281 371 27
293 68 30
466 234 45
451 18 1
134 111 10
477 253 42
471 91 11
450 2 13
116 388 41
128 55 47
426 346 42
440 63 21
187 475 30
122 391 17
368 10 38
136 24 25
482 404 44
152 332 50
432 447 22
354 231 23
303 337 48
387 223 14
326 116 44
311 242 11
79 394 40
8 151 19
330 23 11
15 222 30
445 461 28
182 460 26
453 399 3
31 327 36
275 25 44
297 94 48
289 131 28
169 332 15
17 329 3
187 145 7
414 134 23
150 341 7
187 464 7
68 328 32
1 63 46
397 222 22
85 485 13
129 381 35
338 169 26
321 220 40
