8000 7000
7428 6444 88
7093 4406 94
7566 6035 662
6595 5339 921
6893 4076 635
7587 4487 437
579 1856 107
2896 1453 843
5039 7315 216
1444 330 454
478 396 928
3838 1580 837
594 4581 870
6520 1731 912
7921 980 51
647 2918 758
7312 7353 789
6067 7208 709
6208 4040 33
1914 2076 386
3609 7031 804
7935 7142 156
3526 3883 111
1784 6532 268
4497 800 75
2711 5147 646
2287 2327 826
5432 2566 325
2382 6021 136
6603 5723 755
5854 5113 417
3588 1344 168
4765 6732 284
4161 1262 997
7270 4815 96
4859 1347 480
572 4977 133
2865 5966 74
7251 623 589
4176 1430 838
1183 3136 516
934 491 156
3424 3073 437
3720 7152 950
3693 4446 278
4865 3496 914
832 7425 942
190 6273 865
2371 3775 557
5112 5598 518
1624 1152 204
1888 7208 802
5934 5807 38
3089 5910 871
5826 2595 823
3890 5564 955
2482 1868 147
5033 4242 23
4681 4128 33
2824 6597 199
7176 2696 856
2546 1219 28
1969 1094 538
1165 4226 192
4889 1513 952
3374 4305 857
4910 2612 485
5313 4899 497
6086 1675 815
7799 5464 308
1898 5343 803
5109 5197 554
7714 5147 871
5177 1639 71
7554 5710 645
4687 412 217
7029 4571 854
3956 6466 81
3656 4895 460
5578 6426 389
1081 2211 756
6589 5599 173
5248 7234 243
1141 2955 67
4382 5788 544
6140 5418 200
7268 2171 649
561 2467 284
1799 2245 26
3181 515 700
3555 4451 98
2869 4108 451
6924 752 672
6241 3709 370
1884 5669 749
6924 6115 633
6841 1732 571
636 2463 586
2597 5955 270
1748 3449 906
1164 6010 952
3191 6629 787
2249 2512 259
382 2709 576
953 2082 50
286 190 743
7491 7221 616
5971 4206 477
1127 6174 717
1617 1486 374
198 1967 93
171 1715 883
5490 5476 939
1284 3371 112
6327 5005 997
6518 709 998
3561 446 361
1 2017 309
175 629 879
7605 1786 502
7055 7243 584
2147 7984 919
3771 3678 671
2624 2650 400
6556 7997 822
4762 6219 693
1950 1237 364
1472 995 931
3516 27 701
7724 5721 296
5580 2618 530
3252 4935 749
6988 7807 809
6128 5046 559
4143 322 767
5742 7211 326
930 23 332
7188 4401 717
2979 5877 223
2388 1320 338
964 3174 699
2966 7053 231
5146 2274 931
2626 4782 562
2656 2508 890
7273 2685 810
4739 6757 999
1641 6479 213
3993 4638 828
5616 1504 752
6609 2239 872
2785 4874 486
5117 5321 961
7104 595 667
1696 3496 239
6237 1463 768
6260 220 132
5957 5687 726
1918 7337 963
3239 4386 392
2774 5309 478
4548 3745 539
7601 7905 588
4378 4168 497
6960 7587 186
2513 2076 734
1198 5634 648
5798 2847 937
2949 6107 759
3352 6819 303
6177 4115 601
7697 6413 443
7049 6597 144
1558 1960 810
4458 4013 947
5170 4718 533
805 6870 37
1631 6866 895
2779 640 344
5686 6033 330
2360 2389 433
2521 4985 972
2941 1742 557
7774 7929 871
5138 6113 508
4029 2602 753
3403 6189 964
6333 7518 280
6457 6568 953
2843 552 713
372 5895 930
2940 3435 418
2278 111 951
3092 5926 726
923 2203 393
3415 4416 384
7495 7886 401
7456 4304 939
1944 7164 909
4063 2031 377
3773 4147 448
2888 7042 465
6006 3790 889
7225 449 190
413 1629 550
1387 397 325
4277 462 905
5084 7537 790
5361 7968 611
6459 6519 78
6215 4489 328
4948 6126 340
2678 3814 834
1022 7289 770
4565 4322 553
5955 603 493
350 682 651
4816 5057 544
4794 5519 544
5469 528 389
781 5628 760
1310 7599 485
3972 2267 816
2602 5208 273
5534 1090 122
1258 4187 297
4216 6819 404
3270 2162 61
2397 5363 284
3276 6731 897
4109 602 409
3234 275 197
4620 3421 956
1581 1983 221
3118 2824 384
5698 3425 573
4385 478 415
3852 7528 809
1147 7749 735
1278 55 684
7045 3948 364
6267 4010 550
838 512 471
2244 3238 835
6740 3407 910
6113 1376 289
4120 1852 813
1682 3568 192
1569 5668 869
6136 6230 904
3692 5135 827
5375 1356 615
3057 3226 235
5326 6414 618
6320 6116 430
3249 2343 70
5501 7735 569
1030 3006 22
4233 1016 143
5926 4128 366
2163 338 649
21 4558 216
270 287 516
6381 5961 591
1011 7319 772
7496 7389 842
3402 382 111
7020 5547 458
6804 1033 244
7163 4347 951
3260 1232 404
4314 2689 383
991 1529 577
865 3629 72
6617 2787 173
260 5561 951
1297 3858 846
5441 7918 193
1350 7131 104
2187 6392 113
2075 7823 938
5109 1515 162
4449 4908 837
3298 5461 759
6116 5953 465
4331 4101 272
4023 2914 330
2450 7195 456
6851 5004 867
2214 6801 844
2637 4698 73
375 6857 253
4551 2729 738
1340 6744 561
346 7432 463
4674 6291 62
7473 6372 311
2648 7577 416
7497 6705 325
7736 3809 829
3319 348 412
5047 5253 630
3513 7985 481
2287 3789 7
5761 2376 288
1644 3392 354
3582 2164 491
7638 2344 49
1325 3374 984
7582 5988 674
3360 255 434
1772 6387 47
397 2604 763
6919 127 165
1945 6310 303
3782 1832 628
2086 6642 539
1526 1298 792
3738 3093 142
2763 4529 775
4721 2563 288
908 1107 587
2052 6538 307
3193 1005 609
6875 7098 135
1280 7722 419
2737 1431 265
7776 2416 514
1991 1089 773
5213 3189 680
235 7138 810
4516 834 836
6344 7257 367
1408 710 358
4209 4135 4
5758 6237 901
7722 3799 723
3997 7009 694
5879 4018 528
3833 1010 903
2857 2980 510
953 321 220
7013 5800 283
3383 2530 906
5110 6586 294
1583 3155 305
6357 6334 831
4971 3207 198
4087 875 895
1582 3063 105
5015 4542 842
2398 4458 963
3717 7964 761
6327 4932 140
4271 4742 947
1837 6477 803
7534 7236 254
1313 7810 102
5075 2443 458
264 4129 916
6323 5104 526
1623 6128 617
3312 4560 471
3314 2382 409
73 8000 77
3223 830 832
548 754 367
7173 6384 832
7898 2408 689
3314 3602 859
5891 2206 460
6894 6167 524
3459 1778 943
3665 1349 736
7061 6038 124
7787 260 178
2326 1529 549
876 869 615
276 3506 32
3410 5169 277
3479 430 503
7699 7027 971
7920 4507 412
1099 3399 437
5633 4565 509
743 5988 93
6669 5328 755
5650 6631 954
7616 4359 857
5024 5794 451
2817 3684 394
1976 3044 171
1527 6703 107
5063 7498 779
2969 1084 802
5090 5254 875
7033 335 151
4858 4078 98
4243 2258 537
262 647 784
4370 2747 579
6637 7890 266
355 566 568
755 5591 805
5757 7386 931
7654 5617 997
4080 10 380
6984 5018 775
6509 2474 711
7742 1783 125
1110 2820 687
1530 1702 434
6919 7418 515
7141 2246 902
292 6703 238
3536 2055 3
7076 3632 100
6557 52 392
2462 5032 954
3624 3133 854
4818 3267 415
4347 457 720
6650 1954 970
5618 3899 71
4114 6464 651
5483 1156 438
4261 7588 117
4274 6441 218
7705 6216 395
7403 149 734
6781 6664 26
129 609 702
7505 2958 32
653 3169 681
1942 6076 907
3274 2355 523
3671 1243 483
6264 1155 676
1463 7811 115
6863 6242 898
7356 7179 333
1382 7048 693
6684 4979 61
3875 5606 244
710 5968 129
6693 6769 299
6324 1143 711
5807 2603 255
303 3884 758
215 6067 629
5794 5644 73
4208 2767 143
1571 5689 280
2868 2359 807
1150 7238 248
5365 486 640
260 3491 998
3717 2844 275
7892 7242 615
6884 3511 127
4328 170 419
4650 6387 788
2530 979 931
7860 7742 520
4631 6051 847
6995 4800 578
6619 4399 933
6514 5417 687
7823 1269 238
6856 3389 491
2665 3138 866
1662 1374 690
6978 862 774
5026 7640 582
3172 4160 643
461 2994 147
5205 4078 555
210 882 857
6494 1716 215
3175 7857 953
2977 7689 52
1815 4449 866
922 4542 982
2345 4891 957
3571 1960 276
7754 7277 327
5774 6287 415
7874 1955 263
2894 2006 156
2837 1364 200
5222 45 553
7351 7152 937
2917 437 135
1973 3080 594
6914 2035 51
1953 5214 768
292 7224 427
6461 3438 492
309 6800 294
3627 316 480
423 5673 316
7060 7583 404
4614 2373 991
87 7565 175
2303 1699 586
2932 2600 129
3632 3881 928
3193 6729 311
7474 2582 759
1836 5580 976
7652 4263 327
505 2011 615
7481 2952 740
6877 4094 753
644 1277 259
6483 3171 841
5314 1168 636
894 1002 641
1384 3133 764
2263 6388 251
6190 4827 382
1497 4460 608
7772 3405 538
4459 7829 392
4179 2026 869
1166 6869 386
2653 4969 890
6919 3393 437
7161 4432 169
269 2795 128
2209 3421 566
4790 1129 335
990 6838 181
7582 3047 902
4942 910 260
6554 1135 498
4211 3544 185
6044 1015 653
3008 3376 989
2854 3499 889
287 4295 72
3763 1148 352
6981 6671 837
7523 168 539
6010 5160 737
1959 2059 641
3170 7113 847
558 3622 914
3025 754 951
3918 2670 947
206 6992 192
5238 7639 932
5606 5233 627
3539 3810 696
1780 1963 594
513 3044 116
6767 6279 407
3956 6745 683
5940 5491 608
2726 3560 56
2900 1640 939
1986 4407 20
4705 4760 918
4690 7218 602
1780 3740 74
6246 3159 945
7810 2972 448
2949 1285 218
4575 575 299
3672 2693 361
4178 5525 856
6868 7705 744
6299 5698 339
5672 1987 794
6850 4013 963
5095 4505 364
5409 1449 96
7223 2951 714
6580 2723 843
6202 7140 368
2143 7756 805
7484 2361 967
512 6793 996
926 7567 850
4022 6681 555
5314 2104 449
6129 2246 865
3832 2911 333
1339 3214 788
7783 6164 637
3910 2963 886
702 7250 792
5240 3394 192
4189 1811 818
820 192 517
1727 1429 659
4778 5531 994
2218 6766 198
2080 3183 36
2458 461 583
3330 6487 705
1706 6610 472
7208 3734 483
1731 6801 388
3046 6853 530
3466 34 997
7449 2943 89
